line	date	velocity	vel_err_left	vel_err_right	pEW	pEW_err
NaI5898	2015-10-06T10:1	5723.104194562879	55.205276675655114	37.95362771451255	16.22926646005769	0.4967267007839599
NaI5898	2015-10-14T11:2	5732.3784588559865	50.01837630200407	37.94497512565886	24.27176548414286	0.7283526180421922
NaI5898	2015-10-25T10:2	5735.931886392058	50.012999630362174	32.767137688858384	28.891917486234775	0.8681882267973237
