line	date	velocity	vel_err_left	vel_err_right	pEW	pEW_err
ScII5239_2	2015-10-04T00:3	4896.244653252268	27.390340433206802	10.956136173282175	8.707594794504045	0.764223861465821
ScII5239_2	2015-11-08T00:4	4919.135019527974	27.388846321345227	16.433307792806772	11.374042362509474	1.237862749788648
ScII5239_2	2015-11-19T00:4	4923.601544996115	21.91118503092821	16.433388773195475	12.29592940144601	1.4632207032631763
