line	date	velocity	vel_err_left	vel_err_right	pEW	pEW_err
ScII5526	2015-09-16T12:0	5371.142445378726	22.42065479980556	37.942646584287104	3.0118772903561024	0.36818598732417
ScII5526	2015-09-20T13:5	5358.379923109861	34.498190474919284	20.69891428495248	5.173923718267241	0.44004758626007034
