0.083,5.0,11,0.5,10,1500,-4,111361.71131272268
0.083,5.0,11,0.5,10,1500,-3,220892.32349515407
0.083,5.0,11,0.5,10,1500,-2,328521.6924502246
0.083,5.0,11,0.5,10,1500,-1,434198.3657489784
0.083,5.0,11,0.5,10,1500,0,537934.9262656062
0.083,5.0,11,0.5,10,1500,1,639771.6745299336
0.083,5.0,11,0.5,10,1500,2,739823.9734747331
0.083,5.0,11,0.5,10,1500,3,838208.4158789096
0.083,5.0,11,0.5,10,1500,4,935060.3774492623
0.083,5.0,11,0.5,10,1800,-4,113175.40752959471
0.083,5.0,11,0.5,10,1800,-3,224639.25655586956
0.083,5.0,11,0.5,10,1800,-2,334288.21119835036
0.083,5.0,11,0.5,10,1800,-1,442030.3281873548
0.083,5.0,11,0.5,10,1800,0,547800.1724775636
0.083,5.0,11,0.5,10,1800,1,651554.3074947224
0.083,5.0,11,0.5,10,1800,2,753281.6639931018
0.083,5.0,11,0.5,10,1800,3,853016.5111087048
0.083,5.0,11,0.5,10,1800,4,950843.1127588238
0.083,5.0,11,0.5,10,2100,-4,113918.79927801107
0.083,5.0,11,0.5,10,2100,-3,226298.49018500678
0.083,5.0,11,0.5,10,2100,-2,337003.5332858009
0.083,5.0,11,0.5,10,2100,-1,445936.1872910689
0.083,5.0,11,0.5,10,2100,0,552998.4894519055
0.083,5.0,11,0.5,10,2100,1,658113.5984056224
0.083,5.0,11,0.5,10,2100,2,761212.2228309597
0.083,5.0,11,0.5,10,2100,3,862248.4257860342
0.083,5.0,11,0.5,10,2100,4,961216.3208319474
0.083,5.0,11,0.5,10,2400,-4,113932.01361731447
0.083,5.0,11,0.5,10,2400,-3,226590.34901293102
0.083,5.0,11,0.5,10,2400,-2,337794.88350689324
0.083,5.0,11,0.5,10,2400,-1,447394.6999446737
0.083,5.0,11,0.5,10,2400,0,555269.6060295518
0.083,5.0,11,0.5,10,2400,1,661304.4312028257
0.083,5.0,11,0.5,10,2400,2,765402.0078137066
0.083,5.0,11,0.5,10,2400,3,867497.0586525833
0.083,5.0,11,0.5,10,2400,4,967534.836079159
0.083,5.0,11,0.5,10,2700,-4,112746.98968775138
0.083,5.0,11,0.5,10,2700,-3,224501.85291006073
0.083,5.0,11,0.5,10,2700,-2,335087.73227239586
0.083,5.0,11,0.5,10,2700,-1,444331.3504953114
0.083,5.0,11,0.5,10,2700,0,552061.427527279
0.083,5.0,11,0.5,10,2700,1,658136.4990683765
0.083,5.0,11,0.5,10,2700,2,762444.6049754556
0.083,5.0,11,0.5,10,2700,3,864886.5277640094
0.083,5.0,11,0.5,10,2700,4,965380.0703846053
0.083,5.0,11,0.5,10,3000,-4,110692.01616901765
0.083,5.0,11,0.5,10,3000,-3,220704.05731325035
0.083,5.0,11,0.5,10,3000,-2,329840.558385611
0.083,5.0,11,0.5,10,3000,-1,437914.2036248313
0.083,5.0,11,0.5,10,3000,0,544731.3334777072
0.083,5.0,11,0.5,10,3000,1,650128.6759677574
0.083,5.0,11,0.5,10,3000,2,753970.8022269413
0.083,5.0,11,0.5,10,3000,3,856134.073733944
0.083,5.0,11,0.5,10,3000,4,956493.2558513937
0.083,5.0,11,0.5,10,3300,-4,107419.67317440058
0.083,5.0,11,0.5,10,3300,-3,214460.824690777
0.083,5.0,11,0.5,10,3300,-2,320898.94175129844
0.083,5.0,11,0.5,10,3300,-1,426517.3225213138
0.083,5.0,11,0.5,10,3300,0,531116.9997312507
0.083,5.0,11,0.5,10,3300,1,634502.8162104867
0.083,5.0,11,0.5,10,3300,2,736527.929710646
0.083,5.0,11,0.5,10,3300,3,837065.3870758135
0.083,5.0,11,0.5,10,3300,4,935975.062633862
0.083,5.0,11,0.5,20,1500,-4,115869.58745177972
0.083,5.0,11,0.5,20,1500,-3,231509.34349457556
0.083,5.0,11,0.5,20,1500,-2,346759.70516263583
0.083,5.0,11,0.5,20,1500,-1,461505.05687135545
0.083,5.0,11,0.5,20,1500,0,575602.9706028331
0.083,5.0,11,0.5,20,1500,1,688946.9680388293
0.083,5.0,11,0.5,20,1500,2,801435.9859669373
0.083,5.0,11,0.5,20,1500,3,912991.6432338469
0.083,5.0,11,0.5,20,1500,4,1023549.0764248325
0.083,5.0,11,0.5,20,1800,-4,114318.6373038669
0.083,5.0,11,0.5,20,1800,-3,229152.95735504836
0.083,5.0,11,0.5,20,1800,-2,344322.8564480689
0.083,5.0,11,0.5,20,1800,-1,459655.0255652953
0.083,5.0,11,0.5,20,1800,0,574974.5921240743
0.083,5.0,11,0.5,20,1800,1,690100.2849129766
0.083,5.0,11,0.5,20,1800,2,804862.225620244
0.083,5.0,11,0.5,20,1800,3,919124.3380296238
0.083,5.0,11,0.5,20,1800,4,1032735.0508478798
0.083,5.0,11,0.5,20,2100,-4,109307.20073106412
0.083,5.0,11,0.5,20,2100,-3,220045.48626671347
0.083,5.0,11,0.5,20,2100,-2,331930.932956251
0.083,5.0,11,0.5,20,2100,-1,444781.2058070978
0.083,5.0,11,0.5,20,2100,0,558433.7794248058
0.083,5.0,11,0.5,20,2100,1,672659.8219182395
0.083,5.0,11,0.5,20,2100,2,787238.1795235616
0.083,5.0,11,0.5,20,2100,3,901966.3754357845
0.083,5.0,11,0.5,20,2100,4,1016658.2801275629
0.083,5.0,11,0.5,20,2400,-4,98881.84827662897
0.083,5.0,11,0.5,20,2400,-3,200122.96632549027
0.083,5.0,11,0.5,20,2400,-2,303714.9176370392
0.083,5.0,11,0.5,20,2400,-1,409323.4080190322
0.083,5.0,11,0.5,20,2400,0,516595.7614539887
0.083,5.0,11,0.5,20,2400,1,625258.704000511
0.083,5.0,11,0.5,20,2400,2,735139.5727750789
0.083,5.0,11,0.5,20,2400,3,845972.551788731
0.083,5.0,11,0.5,20,2400,4,957506.4498748266
0.083,5.0,11,0.5,20,2700,-4,86208.30685731942
0.083,5.0,11,0.5,20,2700,-3,177045.78148269423
0.083,5.0,11,0.5,20,2700,-2,271291.7891896236
0.083,5.0,11,0.5,20,2700,-1,368125.24727295066
0.083,5.0,11,0.5,20,2700,0,467225.22384063806
0.083,5.0,11,0.5,20,2700,1,568794.8768617777
0.083,5.0,11,0.5,20,2700,2,672605.5685527337
0.083,5.0,11,0.5,20,2700,3,778316.8343940264
0.083,5.0,11,0.5,20,2700,4,885693.2946248942
0.083,5.0,11,0.5,20,3000,-4,71249.13075199278
0.083,5.0,11,0.5,20,3000,-3,146484.13344716057
0.083,5.0,11,0.5,20,3000,-2,225272.55559624438
0.083,5.0,11,0.5,20,3000,-1,307678.22540144756
0.083,5.0,11,0.5,20,3000,0,394438.4691552305
0.083,5.0,11,0.5,20,3000,1,485143.5413318965
0.083,5.0,11,0.5,20,3000,2,578736.2476621036
0.083,5.0,11,0.5,20,3000,3,674660.1264178106
0.083,5.0,11,0.5,20,3000,4,772888.2155971751
0.083,5.0,11,0.5,20,3300,-4,59261.57437785335
0.083,5.0,11,0.5,20,3300,-3,121622.21227438001
0.083,5.0,11,0.5,20,3300,-2,187239.8042170074
0.083,5.0,11,0.5,20,3300,-1,256628.64647778924
0.083,5.0,11,0.5,20,3300,0,330167.2096630046
0.083,5.0,11,0.5,20,3300,1,407382.77207951655
0.083,5.0,11,0.5,20,3300,2,488157.91825876426
0.083,5.0,11,0.5,20,3300,3,572991.181500342
0.083,5.0,11,0.5,20,3300,4,662034.4002913735
0.083,5.0,11,0.5,30,1500,-4,108861.24999457024
0.083,5.0,11,0.5,30,1500,-3,218595.63573431261
0.083,5.0,11,0.5,30,1500,-2,329054.4483578842
0.083,5.0,11,0.5,30,1500,-1,440196.58422506077
0.083,5.0,11,0.5,30,1500,0,551871.3804272832
0.083,5.0,11,0.5,30,1500,1,663953.2343766238
0.083,5.0,11,0.5,30,1500,2,776316.1432158453
0.083,5.0,11,0.5,30,1500,3,888858.2792918305
0.083,5.0,11,0.5,30,1500,4,1001457.3875230079
0.083,5.0,11,0.5,30,1800,-4,97484.45969245429
0.083,5.0,11,0.5,30,1800,-3,196970.9179688157
0.083,5.0,11,0.5,30,1800,-2,298495.93807949946
0.083,5.0,11,0.5,30,1800,-1,401875.6793825736
0.083,5.0,11,0.5,30,1800,0,506863.58011374366
0.083,5.0,11,0.5,30,1800,1,613221.0971637068
0.083,5.0,11,0.5,30,1800,2,720777.9787765587
0.083,5.0,11,0.5,30,1800,3,829403.2191819584
0.083,5.0,11,0.5,30,1800,4,938922.716008793
0.083,5.0,11,0.5,30,2100,-4,80587.00066826135
0.083,5.0,11,0.5,30,2100,-3,164533.1513094258
0.083,5.0,11,0.5,30,2100,-2,252316.4920541996
0.083,5.0,11,0.5,30,2100,-1,343830.63378854125
0.083,5.0,11,0.5,30,2100,0,438171.8402945488
0.083,5.0,11,0.5,30,2100,1,534837.4415891259
0.083,5.0,11,0.5,30,2100,2,633662.827762995
0.083,5.0,11,0.5,30,2100,3,734781.0727233684
0.083,5.0,11,0.5,30,2100,4,838020.0445842594
0.083,5.0,11,0.5,30,2400,-4,62160.21989433814
0.083,5.0,11,0.5,30,2400,-3,127393.58083588452
0.083,5.0,11,0.5,30,2400,-2,195840.6582254417
0.083,5.0,11,0.5,30,2400,-1,267907.70034043567
0.083,5.0,11,0.5,30,2400,0,343798.42408722814
0.083,5.0,11,0.5,30,2400,1,423192.3683768637
0.083,5.0,11,0.5,30,2400,2,506054.365130431
0.083,5.0,11,0.5,30,2400,3,592786.622355201
0.083,5.0,11,0.5,30,2400,4,683323.7286066934
0.083,5.0,11,0.5,30,2700,-4,46462.31410117914
0.083,5.0,11,0.5,30,2700,-3,95550.42553714936
0.083,5.0,11,0.5,30,2700,-2,147594.51521173847
0.083,5.0,11,0.5,30,2700,-1,202913.88625600818
0.083,5.0,11,0.5,30,2700,0,261718.32289799172
0.083,5.0,11,0.5,30,2700,1,323803.17608591326
0.083,5.0,11,0.5,30,2700,2,389019.01061629393
0.083,5.0,11,0.5,30,2700,3,457569.42493621144
0.083,5.0,11,0.5,30,2700,4,529879.8847810553
0.083,5.0,11,0.5,30,3000,-4,35180.7650393991
0.083,5.0,11,0.5,30,3000,-3,72004.56521208491
0.083,5.0,11,0.5,30,3000,-2,110860.73810281762
0.083,5.0,11,0.5,30,3000,-1,152160.57802114802
0.083,5.0,11,0.5,30,3000,0,195949.1498714629
0.083,5.0,11,0.5,30,3000,1,242291.37980160082
0.083,5.0,11,0.5,30,3000,2,291390.43698545586
0.083,5.0,11,0.5,30,3000,3,343543.9990820141
0.083,5.0,11,0.5,30,3000,4,399020.4599811818
0.083,5.0,11,0.5,30,3300,-4,28703.2403957996
0.083,5.0,11,0.5,30,3300,-3,58408.963360800575
0.083,5.0,11,0.5,30,3300,-2,89453.13301904371
0.083,5.0,11,0.5,30,3300,-1,121953.9043413112
0.083,5.0,11,0.5,30,3300,0,155961.71879447685
0.083,5.0,11,0.5,30,3300,1,191575.94634702292
0.083,5.0,11,0.5,30,3300,2,229089.2069855456
0.083,5.0,11,0.5,30,3300,3,268976.0361914045
0.083,5.0,11,0.5,30,3300,4,311390.1622261416
0.083,5.0,11,0.5,35,1500,-4,103818.86273498548
0.083,5.0,11,0.5,35,1500,-3,209069.47803439084
0.083,5.0,11,0.5,35,1500,-2,315539.7490727301
0.083,5.0,11,0.5,35,1500,-1,423048.5864128304
0.083,5.0,11,0.5,35,1500,0,531452.043145463
0.083,5.0,11,0.5,35,1500,1,640672.4741537147
0.083,5.0,11,0.5,35,1500,2,750579.1090425792
0.083,5.0,11,0.5,35,1500,3,861030.6332484068
0.083,5.0,11,0.5,35,1500,4,971900.09227994
0.083,5.0,11,0.5,35,1800,-4,88085.79999620176
0.083,5.0,11,0.5,35,1800,-3,179694.62861990472
0.083,5.0,11,0.5,35,1800,-2,273991.7297736853
0.083,5.0,11,0.5,35,1800,-1,370463.61066467105
0.083,5.0,11,0.5,35,1800,0,468831.7065535978
0.083,5.0,11,0.5,35,1800,1,569271.2415313976
0.083,5.0,11,0.5,35,1800,2,671699.9082115588
0.083,5.0,11,0.5,35,1800,3,775883.5465309352
0.083,5.0,11,0.5,35,1800,4,881605.5776608571
0.083,5.0,11,0.5,35,2100,-4,66282.4407922253
0.083,5.0,11,0.5,35,2100,-3,135643.7637946767
0.083,5.0,11,0.5,35,2100,-2,208408.42611875277
0.083,5.0,11,0.5,35,2100,-1,284782.86486661684
0.083,5.0,11,0.5,35,2100,0,364474.25547763036
0.083,5.0,11,0.5,35,2100,1,447459.45826043404
0.083,5.0,11,0.5,35,2100,2,534030.9410616076
0.083,5.0,11,0.5,35,2100,3,624133.9077311658
0.083,5.0,11,0.5,35,2100,4,717063.001203728
0.083,5.0,11,0.5,35,2400,-4,48494.47425233094
0.083,5.0,11,0.5,35,2400,-3,99693.57480475894
0.083,5.0,11,0.5,35,2400,-2,153898.61258990303
0.083,5.0,11,0.5,35,2400,-1,211385.93864029716
0.083,5.0,11,0.5,35,2400,0,272308.07801590156
0.083,5.0,11,0.5,35,2400,1,336426.4135832584
0.083,5.0,11,0.5,35,2400,2,403634.33655110747
0.083,5.0,11,0.5,35,2400,3,474146.8541661806
0.083,5.0,11,0.5,35,2400,4,548336.2610990463
0.083,5.0,11,0.5,35,2700,-4,35606.7301858144
0.083,5.0,11,0.5,35,2700,-3,72961.5752084912
0.083,5.0,11,0.5,35,2700,-2,112267.69425435523
0.083,5.0,11,0.5,35,2700,-1,153938.3423737038
0.083,5.0,11,0.5,35,2700,0,198238.61241358088
0.083,5.0,11,0.5,35,2700,1,245180.66765265953
0.083,5.0,11,0.5,35,2700,2,294867.33336026035
0.083,5.0,11,0.5,35,2700,3,347522.4509849998
0.083,5.0,11,0.5,35,2700,4,403393.508730313
0.083,5.0,11,0.5,35,3000,-4,27605.914904174544
0.083,5.0,11,0.5,35,3000,-3,56061.89721188408
0.083,5.0,11,0.5,35,3000,-2,85679.71343209941
0.083,5.0,11,0.5,35,3000,-1,116805.54552859876
0.083,5.0,11,0.5,35,3000,0,149581.82768682542
