3615.78618276	-2.29630095953e-18	
3621.26152877	-9.51672837742e-18	
3626.73687478	2.10167446059e-17	
3632.21222079	-9.60114194713e-18	
3637.6875668	4.40453496405e-17	
3643.16291281	-1.49101535601e-17	
3648.63825881	2.10189669552e-17	
3654.11360482	9.86302401617e-19	
3659.58895083	7.51371483758e-18	
3665.06429684	-4.64249128244e-18	
3670.53964285	-2.36096397287e-17	
3676.01498886	-1.04570491246e-17	
3681.49033487	-8.33806852195e-19	
3686.96568088	2.04078310743e-17	
3692.44102689	1.84072643292e-17	
3697.9163729	2.61031582562e-17	
3703.3917189	-2.97631925708e-18	
3708.86706491	4.65062147649e-18	
3714.34241092	-1.22510589507e-17	
3719.81775693	-1.22689465679e-17	
3725.29310294	-1.24355182012e-17	
3730.76844895	2.25152686802e-18	
3736.24379496	2.51800415879e-17	
3741.71914097	-1.40076450592e-18	
3747.19448698	1.26764399192e-17	
3752.66983299	2.1161789036e-17	
3758.14517899	4.36932211848e-18	
3763.620525	3.3230988562e-18	
3769.09587101	3.1507374671e-17	
3774.57121702	2.73117303478e-17	
3780.04656303	-1.50503860173e-17	
3785.52190904	2.96291510656e-17	
3790.99725505	-1.4649024956e-17	
3796.47260106	4.1307712111e-19	
3801.94794707	4.12846671385e-18	
3807.42329308	7.4658170019e-18	
3812.89863908	9.27188354107e-19	
3818.37398509	2.15728335555e-17	
3823.8493311	4.76631202088e-18	
3829.32467711	-1.83746360063e-18	
3834.80002312	7.50579633633e-18	
3840.27536913	2.69845884448e-18	
3845.75071514	8.27897668518e-18	
3851.22606115	1.19788279515e-17	
3856.70140716	1.9299654084e-17	
3862.17675317	3.76228619157e-18	
3867.65209917	3.97185101877e-18	
3873.12744518	1.80232472001e-18	
3878.60279119	-3.43348602817e-18	
3884.0781372	-1.13051610758e-17	
3889.55348321	1.2939015516e-17	
3895.02882922	-1.23755594016e-18	
3900.50417523	-2.17058901366e-18	
3905.97952124	1.48479243764e-17	
3911.45486725	2.02384173162e-17	
3916.93021326	2.04019971946e-17	
3922.40555926	6.60374267735e-18	
3927.88090527	5.46735103165e-18	
3933.35625128	3.02670235781e-18	
3938.83159729	2.48870298365e-17	
3944.3069433	-4.88499942128e-18	
3949.78228931	-7.94678561108e-18	
3955.25763532	9.4127248807e-20	
3960.73298133	1.77304809358e-18	
3966.20832734	1.42612657951e-17	
3971.68367335	1.88977098047e-17	
3977.15901935	7.07629713505e-18	
3982.63436536	1.45651435939e-17	
3988.10971137	-5.98007866298e-18	
3993.58505738	2.53473299162e-17	
3999.06040339	2.8850492634e-18	
4004.5357494	1.16135541375e-17	
4010.01109541	3.43383349343e-17	
4015.48644142	-1.47125991116e-17	
4020.96178743	5.36974704464e-18	
4026.43713344	1.28071946598e-17	
4031.91247944	-1.69746685365e-17	
4037.38782545	7.95877388529e-18	
4042.86317146	-9.44519831295e-18	
4048.33851747	1.83071021749e-17	
4053.81386348	6.27245576109e-18	
4059.28920949	1.12524283124e-17	
4064.7645555	1.89898888447e-17	
4070.23990151	3.09845155409e-19	
4075.71524752	6.85980680741e-18	
4081.19059353	-3.89253380462e-18	
4086.66593953	1.80768586161e-17	
4092.14128554	-5.15449584256e-18	
4097.61663155	1.85955008935e-17	
4103.09197756	4.83957686115e-18	
4108.56732357	-7.53638297142e-19	
4114.04266958	-1.60020157513e-17	
4119.51801559	2.32890501006e-17	
4124.9933616	3.23942153537e-18	
4130.46870761	7.37944803678e-18	
4135.94405362	4.06944140303e-18	
4141.41939962	-1.24317833959e-17	
4146.89474563	-7.12012647301e-18	
4152.37009164	-2.68632221527e-18	
4157.84543765	-1.07452718576e-18	
4163.32078366	1.31356696325e-17	
4168.79612967	2.24199720598e-17	
4174.27147568	1.45698637484e-17	
4179.74682169	7.76652706006e-18	
4185.2221677	-1.54466046012e-18	
4190.6975137	1.03302910422e-17	
4196.17285971	-2.52806462567e-18	
4201.64820572	6.05357793816e-19	
4207.12355173	-3.77698821454e-18	
4212.59889774	-3.55348694418e-19	
4218.07424375	1.89755906534e-17	
4223.54958976	1.75765426446e-17	
4229.02493577	1.55006234621e-17	
4234.50028178	-4.34248389138e-18	
4239.97562779	-1.77066053453e-17	
4245.45097379	-3.56863955827e-18	
4250.9263198	1.91575546493e-17	
4256.40166581	4.00147015821e-18	
4261.87701182	7.30081648629e-18	
4267.35235783	-1.66888428632e-18	
4272.82770384	-5.26477036675e-18	
4278.30304985	4.75254858771e-18	
4283.77839586	1.65280732281e-17	
4289.25374187	1.1585343733e-17	
4294.72908788	3.69216358671e-18	
4300.20443388	1.11412657836e-17	
4305.67977989	-1.68717909331e-17	
4311.1551259	-1.1665743641e-17	
4316.63047191	-7.83921420851e-18	
4322.10581792	5.88504134499e-18	
4327.58116393	-1.68563994207e-17	
4333.05650994	6.4379136692e-18	
4338.53185595	1.11369299068e-17	
4344.00720196	9.7914350773e-18	
4349.48254797	-1.54636069768e-17	
4354.95789397	9.05780217555e-18	
4360.43323998	1.61226772509e-17	
4365.90858599	5.36959613912e-18	
4371.383932	2.66176550953e-17	
4376.85927801	7.22266953378e-18	
4382.33462402	1.3035541485e-17	
4387.80997003	1.07316376506e-17	
4393.28531604	-4.87153813921e-17	
4398.76066205	6.65569572679e-19	
4404.23600806	-1.11811305574e-18	
4409.71135406	4.47587586527e-18	
4415.18670007	4.7568598095e-18	
4420.66204608	2.46647838449e-18	
4426.13739209	2.03807275935e-17	
4431.6127381	1.41780968771e-17	
4437.08808411	2.04953728515e-18	
4442.56343012	2.62242448417e-17	
4448.03877613	9.76821943274e-18	
4453.51412214	7.65290583412e-18	
4458.98946815	3.4838093193e-17	
4464.46481415	-2.36914411452e-18	
4469.94016016	8.48712597613e-18	
4475.41550617	1.34618635938e-17	
4480.89085218	-7.78171623154e-18	
4486.36619819	-6.17959445812e-18	
4491.8415442	8.92800982956e-18	
4497.31689021	9.8959875194e-18	
4502.79223622	5.23160983619e-18	
4508.26758223	8.25628729704e-18	
4513.74292824	4.08402482702e-18	
4519.21827424	2.78990852199e-17	
4524.69362025	1.96674299539e-17	
4530.16896626	2.12095159872e-17	
4535.64431227	2.05290383842e-17	
4541.11965828	2.19176139754e-17	
4546.59500429	3.74483768822e-18	
4552.0703503	1.98083578516e-17	
4557.54569631	1.56125945044e-17	
4563.02104232	1.88488045153e-17	
4568.49638833	7.01719360842e-18	
4573.97173433	-3.19276431307e-18	
4579.44708034	8.97834085726e-18	
4584.92242635	1.4409958313e-17	
4590.39777236	3.67378091445e-17	
4595.87311837	3.1257937206e-18	
4601.34846438	2.86164466814e-17	
4606.82381039	3.02262004481e-18	
4612.2991564	2.62349978161e-17	
4617.77450241	1.87186925047e-17	
4623.24984842	1.10686934084e-17	
4628.72519442	2.05308815569e-17	
4634.20054043	1.47864892533e-17	
4639.67588644	3.59528182074e-18	
4645.15123245	-6.42428753878e-18	
4650.62657846	1.80315920625e-17	
4656.10192447	2.33589614378e-17	
4661.57727048	1.66913759504e-17	
4667.05261649	-7.47619335016e-18	
4672.5279625	-2.44381939e-18	
4678.00330851	1.12415257077e-17	
4683.47865451	4.48602394236e-18	
4688.95400052	2.53820186307e-17	
4694.42934653	1.26558300516e-17	
4699.90469254	-1.5224678912e-18	
4705.38003855	2.59237498771e-17	
4710.85538456	2.8732910032e-17	
4716.33073057	1.37776599527e-17	
4721.80607658	2.69131136415e-17	
4727.28142259	7.49886063383e-18	
4732.7567686	8.80618699513e-18	
4738.2321146	8.26096154224e-18	
4743.70746061	-4.60257305412e-19	
4749.18280662	1.162325885e-17	
4754.65815263	1.62852794315e-17	
4760.13349864	2.41174355128e-17	
4765.60884465	7.39704999617e-18	
4771.08419066	1.06027192813e-18	
4776.55953667	-8.02725353292e-18	
4782.03488268	-1.24242661758e-17	
