# Downloaded 10/08/2018
# http://kronos.uchicago.edu/snax/
# All SNe with II in type
"name"	"type"	"Date Exploded (JD)"	"Coordinates"	"Distance (Mpc)"	"galaxy"	"redshift"	"redshiftErr"	"Observation Start Date (JD)"	"instrument"	"Age (days)"	"Flux (10^-13 erg cm^-2 s^-1)"	"isUpperBound"	"fluxErrL"	"fluxErrH"	"Energy Lower Bound (KeV)"	"Energy Upper Bound (KeV)"	"Luminosity (10^39 erg s^-1)"	"lumErrL"	"lumErrH"	"model"	"dateExplodedRef"	"redshiftRef"	"dateExplodedRef"	"coordsRef"	"distRef"	"dateObservedRef"	"fluxRef"	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450677.5	ROSAT HRI	1140	7.0	0	0.7	0.7	0.5	7.0	48	5	5	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450677.5	ROSAT HRI	1140	7.8	0	0.8	0.8	0.5	7.0	54	6	6	Power Law	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA SIS	1296	7.5	0	0.4	0.4	0.1	2.4	52	3	3	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA SIS	1296	10.5	0	0.5	0.5	0.1	2.4	72	3	3	Power Law	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA SIS	1296	12.2	0	0.6	0.6	0.5	7.0	84	4	4	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA SIS	1296	13.2	0	0.7	0.7	0.5	7.0	91	5	5	Power Law	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA GIS	1296	8.6	0	0.4	0.4	0.1	2.4	59	3	3	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA GIS	1296	11.5	0	0.6	0.6	0.1	2.4	79	4	4	Power Law	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA GIS	1296	14.0	0	0.7	0.7	0.5	7.0	96	5	5	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2450833.5	ASCA GIS	1296	15.2	0	0.8	0.8	0.5	7.0	105	6	6	Power Law	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2000MNRAS.319.1154F	2000MNRAS.319.1154F	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2453091.5	Chandra ACIS	3554	0.9	0	0.2	0.2	0.1	2.4	6	1	1	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2005ApJ...629..933C	2005ApJ...629..933C	
SN 1995N	IIn	2449537.5	14 49 28.29 -10 10 14.0	24.0000000000	MCG-02-38-017	0.0061700000	0.000000000000000	2453091.5	Chandra ACIS	3554	1.05	0	0.25	0.25	0.5	7.0	7	2	2	Bremsstrahlung	2005ApJ...629..933C	2004MNRAS.350.1195M	2005ApJ...629..933C	2003yCat.2246....0C	2005ApJ...629..933C	2005ApJ...629..933C	2005ApJ...629..933C	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.80	ESO 097-13	0.001449		2449974.5	ROSAT HRI	7	2.3	1	0.0	0.0	0.5	2.0	0.4	0.0	0.0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2450131.5	ROSAT HRI	164	9.3	1	0.0	0.0	0.5	2.0	1.6	0	0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2450339.5	ROSAT HRI	372	4.4	1	0.0	0.0	0.5	2.0	0.76	0.0	0.0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2450510.5	ROSAT HRI	543	0.8	1	0.0	0.0	0.5	2.0	0.14	0.0	0.0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2450677.5	ROSAT HRI	710	0.5	1	0.0	0.0	0.5	2.0	0.086	0.0	0.0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2450885.5	BeppoSAX	918	5.1	1	0.0	0.0	0.5	2.0	0.88	0.0	0.0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2451559.5	Chandra ACIS-S	1592	6.2	0	1.6	1.6	0.5	2.0	1.1	0.3	0.3		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2451617.5	Chandra ACIS-S	1650	5.1	0	1.0	1.0	0.5	2.0	0.9	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2451617.5	Chandra ACIS-S	1650	4.5	0	0.9	0.9	0.5	2.0	0.8	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2451710.5	Chandra HETGS	1743	4.3	0	0.9	0.9	0.5	2.0	0.7	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2451916.5	BeppoSAX	1949	29.2	1	0.0	0.0	0.5	2.0	5	0	0		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2452031.5	Chandra ACIS-S	2064	5.3	0	1.1	1.1	0.5	2.0	0.9	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2452127.5	XMM-Newton	2160	6.1	0	0.2	0.2	0.5	2.0	1.05	0.03	0.03		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2453158.5	Chandra HETGS	3191	8.8	0	1.2	1.2	0.5	2.0	1.5	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2453337.5	Chandra HETGS	3370	9.3	0	1.1	1.1	0.5	2.0	1.6	0.2	0.2		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1996cr	IIn	2449967.5	14 13 10.05 -65 20 44.8	3.8000000000	ESO 097-13	0.0014490000	0.000000000000000	2454184.5	Swift XRT	4217	12.4	0	2.8	2.8	0.5	2.0	2.1	0.5	0.5		2008ApJ...688.1210B	2004MNRAS.350.1195M	2008ApJ...688.1210B	2001ApJ...557..180S	2008ApJ...688.1210B	2008ApJ...688.1210B	2008ApJ...688.1210B	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.40	NGC 5457	0.000811	0.000016	2448415.5	ROSAT PSPC	7630	0.079	0	0.018	0.018	0.3	2.0	0.05	0.01	0.01	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.4000000000	NGC 5457	0.0008110000	0.000016000000000	2450217.5	ROSAT HRI	9528	0.042	0	0.009	0.009	0.3	2.0	0.028	0.006	0.006	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.4000000000	NGC 5457	0.0008110000	0.000016000000000	2453191.5	Chandra ACIS	12408	0.018	0	0.003	0.003	0.3	2.0	0.012	0.002	0.002	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.4000000000	NGC 5457	0.0008110000	0.000016000000000	2452429.5	XMM-Newton EPIC	11643	0.102	1	0.0	0.0	0.3	2.0	0.067	0.0	0.0	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.4000000000	NGC 5457	0.0008110000	0.000016000000000	2453209.5	XMM-Newton EPIC	12423	0.17	1	0.0	0.0	0.3	2.0	0.11	0.0	0.0	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1970G	IIL	2440786.5	14 03 00.83 +54 14 32.8	7.4000000000	NGC 5457	0.0008110000	0.000016000000000	2453393.5	XMM-Newton EPIC	12607	0.252	1	0.0	0.0	0.3	2.0	0.17	0.0	0.0	Thermal Plasma	2005ApJ...632L..99I	2012A&A...545A..15S	2005ApJ...632L..99I	1996AJ....111.2017V	1998ApJ...500...51W	2005ApJ...632L..99I	2005ApJ...632L..99I	
SN 1994W	IIn	2449547.5	12 02 10.92 +62 08 32.7	25.40	NGC 4041	0.00403	0.00001	2450742.5	ROSAT HRI	1196	1.1	0	0.3	0.3	0.1	2.4	8	2	2	Thermal Bremsstrahlung	1999ApJ...527L..85S	2011yCat.2306....0A	1999ApJ...527L..85S	1994IAUC.6043....1P	1999ApJ...527L..85S	1999ApJ...527L..85S	1999ApJ...527L..85S	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.00	UGC 4179	0.01855	0.00009	2454423.5	Swift-XRT	409	4.51	0	0.73	0.73	0.2	10.0	340	50	50		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454452.5	Swift-XRT	438	4.28	0	0.73	0.73	0.2	10.0	320	50	50		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454480.5	Swift-XRT	466	4.91	0	0.79	0.79	0.2	10.0	370	60	60		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454517.5	Swift-XRT	503	3.98	0	0.66	0.66	0.2	10.0	300	50	50		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454719.5	Swift-XRT	705	5.35	0	0.73	0.73	0.2	10.0	400	50	50		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454928.5	XMM EPIC-PN	914	3.63	0	0.33	0.3	0.2	10.0	270	20	20		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2455084.5	Swift-XRT	1070	3.0	0	0.6	0.6	0.2	10.0	220	40	40		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2455088.5	Chandra ACIS	1074	3.38	0	0.89	0.93	0.2	10.0	250	70	70		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2455630.5	Swift-XRT	1616	3.7	0	0.6	0.6	0.2	10.0	280	40	40		2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2012ApJ...755..110C	2012ApJ...755..110C	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2452560.5	Chandra ACIS	8910	7.26	0	1.09	1.09	0.5	2.0	1.4	0.2	0.2	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2452560.5	Chandra ACIS	8910	3.98	0	0.24	0.24	2.0	10.0	0.79	0.05	0.05	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2451834.5	XMM-Newton	8184	6.86	0	0.62	0.62	0.5	2.0	1.4	0.1	0.1	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2451834.5	XMM-Newton	8184	3.95	0	0.16	0.16	2.0	10.0	0.78	0.03	0.03	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2449181.5	ASCA	5531	8.49	0	2.07	2.07	0.5	2.0	1.7	0.4	0.4	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2449181.5	ASCA	5531	6.05	0	1.47	1.47	2.0	10.0	1.2	0.3	0.3	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 1978K	IIn	2443650.5	03 17 38.620 -66 33 03.40	4.0700000000	NGC 1313	0.0015680000	0.000000000000000	2450051.5	ASCA	6401	13.70	0	8.07	8.07	0.5	2.0	3	2	2	Dual VMEKAL	1993ApJ...416..167R	2004MNRAS.350.1195M	1993ApJ...416..167R	1993ApJ...416..167R	2008ApJ...676..184T	2004ApJ...603..644S	2004ApJ...603..644S	
SN 2006gy	IIn	2453967.5	03 17 27.06 +41 24 19.5	73.10	NGC 1260	0.019		2454054.5	Chandra	87	0.026	0	0.0	0.0	0.5	2.0	1.7	0	0	Raymond-Smith	2007ApJ...666.1116S	2012Sci...337..927G	2007ApJ...666.1116S	2006IAUC.8754....1F	2007ApJ...666.1116S	2007ApJ...666.1116S	2007ApJ...666.1116S	
SN 2006gy	IIn	2453967.5	03 17 27.06 +41 24 19.5	73.1000000000	NGC 1260	0.0190000000	0.000000000000000	2454449.5	Chandra	482	0.022	1	0.0	0.0	0.5	2.0	1.4	0	0		2007ApJ...666.1116S	2012Sci...337..927G	2007ApJ...666.1116S	2006IAUC.8754....1F	2007ApJ...666.1116S	2008ApJ...686..485S	2008ApJ...686..485S	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2449375.5	ASCA	4149	6.07	0	0.0	0.0	0.5	2.5	7.3	0	0	Mekal, averaged	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	1998ApJ...493..431H	1998ApJ...493..431H	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2450114.5	ASCA	4888	5.28	0	0.0	0.0	0.5	2.5	6.3	0	0	Mekal, averaged	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	1998ApJ...493..431H	1998ApJ...493..431H	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2449375.5	ASCA	4149	16.2	0	0.0	0.0	2.0	10.0	19	0	0	Mekal, averaged	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	1998ApJ...493..431H	1998ApJ...493..431H	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2450114.5	ASCA	4888	11.7	0	0.0	0.0	2.0	10.0	14	0	0	Mekal, averaged	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	1998ApJ...493..431H	1998ApJ...493..431H	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2451852.5	Chandra	6626	0.96	0	0.06	0.05	0.5	2.5	1.15	0.07	0.06	Thermal plasma models, average	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	2005MNRAS.362..581T	2005MNRAS.362..581T	
SN 1986J	IIn	2445226.5	02 22 31.33 +42 19 56.4	10.0000000000	NGC 891	0.0017610000	0.000010000000000	2452508.5	XMM-Newton	7282	0.85	0	0.15	0.15	0.5	2.5	1	0.2	0.2	Thermal plasma models, average	2002ApJ...581.1132B	1999PASP..111..438F	2002ApJ...581.1132B	1993BICDS..42...17T	2002ApJ...581.1132B	2005MNRAS.362..581T	2005MNRAS.362..581T	
SN 2005ip	IIn	2453670.5	09 32 06.42 +08 26 44.4	35.00	NGC 2906	0.007138		2454145.5	Swift XRT	475	9.65	0	2.37	2.83	0.2	10.0	140	30	40	apec	2014ApJ...780..184K	2007ATel.1004....1I	2014ApJ...780..184K	2005IAUC.8628....1L 	2014ApJ...780..184K	2014ApJ...780..184K	2014ApJ...780..184K	
SN 2005ip	IIn	2453670.5	09 32 06.42 +08 26 44.4	35.0000000000	NGC 2906	0.0071380000	0.000000000000000	2454623.5	Chandra ACIS-S	953	8.94	0	1.38	1.54	0.2	10.0	130	20	20	apec	2014ApJ...780..184K	2007ATel.1004....1I	2014ApJ...780..184K	2005IAUC.8628....1L 	2014ApJ...780..184K	2014ApJ...780..184K	2014ApJ...780..184K	
SN 2005ip	IIn	2453670.5	09 32 06.42 +08 26 44.4	35.0000000000	NGC 2906	0.0071380000	0.000000000000000	2454786.5	Swift XRT	1116	10.86	0	1.71	1.9	0.2	10.0	160	30	30	apec	2014ApJ...780..184K	2007ATel.1004....1I	2014ApJ...780..184K	2005IAUC.8628....1L 	2014ApJ...780..184K	2014ApJ...780..184K	2014ApJ...780..184K	
SN 2005ip	IIn	2453670.5	09 32 06.42 +08 26 44.4	35.0000000000	NGC 2906	0.0071380000	0.000000000000000	2455154.5	Swift XRT	1484	9.91	0	1.98	2.28	0.2	10.0	150	30	30	apec	2014ApJ...780..184K	2007ATel.1004....1I	2014ApJ...780..184K	2005IAUC.8628....1L 	2014ApJ...780..184K	2014ApJ...780..184K	2014ApJ...780..184K	
SN 2005ip	IIn	2453670.5	09 32 06.42 +08 26 44.4	35.0000000000	NGC 2906	0.0071380000	0.000000000000000	2456006.5	Swift XRT	2342	5.03	0	0.98	1.12	0.2	10.0	70	10	20	apec	2014ApJ...780..184K	2007ATel.1004....1I	2014ApJ...780..184K	2005IAUC.8628....1L 	2014ApJ...780..184K	2014ApJ...780..184K	2014ApJ...780..184K	
SN 2013by	IIL/IIn	2456404.5	16 59 02.43 -60 11 41.8	14.80	ESO 138-10	0.003833		2457503.5	Swift XRT	1118	1.1	0	0.0	0.0	0.3	10.0	2.9	0	0	Power-law	2015MNRAS.448.2608V	2008yCat....1.2024B	2015MNRAS.448.2608V	2008yCat....1.2024B	2015MNRAS.448.2608V	2013ATel.5106....1M	2013ATel.5106....1M	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.57	NGC 0628	0.00219		2456504.5	Swift-XRT	11	0.71	0	0.12	0.12	0.5	8.0	0.8	0.1	0.1	powerlaw	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
