velocity,density
0.0,-12.4369512224114
269.8344904414629,-11.920068090480601
291.0986261878485,-11.568212491793629
305.9977515410562,-11.420869990564926
316.1883546720328,-11.363526063767704
324.3166064691131,-11.338721430231713
331.6666874652385,-11.320641855760645
338.6829907596681,-11.304068791342429
345.4585465443077,-11.288758909429568
352.0303495247738,-11.274429196298298
358.4272528576911,-11.261040803959633
364.68854927037546,-11.249210151273067
370.86914552346775,-11.23967937909226
376.9999147308321,-11.231943035049794
383.08910280096427,-11.225866798632289
389.1474588720501,-11.221104678060899
395.18248505796004,-11.21773182011841
401.204935955273,-11.2154571435517
407.22440688724157,-11.214449121824316
413.25854713466464,-11.2148494499738
419.3173965891786,-11.216164103736256
425.4145153494099,-11.21855841412513
431.55966296545313,-11.22174961501444
437.7596971376068,-11.225935065802435
444.03181728282703,-11.231369877351343
450.3869401796896,-11.237497773749284
456.8400500641733,-11.244546641425353
463.40278083476824,-11.252291630565717
470.0835364618909,-11.26102874116048
476.9022854588247,-11.271165254013761
483.8739584144625,-11.282069951608056
491.013015942869,-11.294004698868326
498.33644548556737,-11.307394415588277
505.8584572232846,-11.321455666086909
513.5894337659862,-11.336336917935924
521.5422291367897,-11.352300553224485
529.7308523729237,-11.368282714277875
538.1600583459874,-11.384226190425862
546.8362154496795,-11.400151805371687
555.7690117853829,-11.414781652655742
564.9509524546806,-11.428066933215234
574.3716722398847,-11.440195884439746
584.0165202722605,-11.450396977260201
593.848275531526,-11.45926161797545
603.8379438175776,-11.467301088239342
613.9706372121448,-11.474748382734406
624.2382473331445,-11.481109012873986
634.6187252215075,-11.487210068531088
645.1092209106823,-11.493693790114373
655.7217867475073,-11.49975144584009
666.4442709097879,-11.506065429812741
677.2749409166644,-11.512924056560163
688.2250387346817,-11.520368171675537
699.3143579170177,-11.527171185929213
710.5235894800408,-11.534258631402809
721.854337256077,-11.541867157452659
733.3354665672349,-11.549606007674576
744.9863583177278,-11.555676650351385
756.7370133893136,-11.561221376043884
768.539715562796,-11.565709503239479
780.3888468739159,-11.568375373480153
792.2651110362771,-11.569358450653647
804.1919518504805,-11.565815422129543
816.0542896666929,-11.561298162995726
827.7646586559869,-11.556524729324078
839.3666139769814,-11.551641034243119
850.8659715622888,-11.547617085163814
862.35036451921,-11.541575963967057
873.7454479408239,-11.538739469806261
885.0014029479967,-11.537950530089836
896.2660712335705,-11.538290950289214
907.5744335945799,-11.539332245785939
919.0166298756849,-11.539292097916263
930.5305001322837,-11.544197710550975
942.0886098504631,-11.552192707763615
953.8991413068468,-11.563255220486662
966.0346686767991,-11.578204257418793
978.573703929894,-11.597605306821212
991.5785555914822,-11.619512803832965
1005.1143841836242,-11.635809251637445
1018.9786364112731,-11.649569218257263
1033.081235990369,-11.655328416571553
1047.5673795779117,-11.653200243528383
1062.267477181437,-11.650887593944027
1077.0899175789139,-11.652120122367382
1092.050324492096,-11.653488111370544
1106.9380435454707,-11.650514192966249
1121.738778045404,-11.659420960064038
1137.0280889980586,-11.658268864786027
1152.3250216453157,-11.646806070857814
1167.221050969415,-11.634186901123279
1181.8174407063225,-11.617764785310495
1196.130361519764,-11.59911890444675
1210.204661028296,-11.578346663657724
1223.8134005179247,-11.546654421756731
1236.7006808400674,-11.548505564258173
1250.2341625819165,-11.547144309385313
1263.950496759477,-11.551858594744653
1277.940379171373,-11.567767595871093
1292.475458109595,-11.603488031715454
1307.7942878843792,-11.674898681888322
1324.9902978961943,-11.827660940511631
1347.6277669812055,-12.329863407232816
1398.0229686786188,-12.564649876830792
1485.7857291080586,-12.486168581415349
1553.0409940310667,-12.436753545615714
1608.2640552230148,-12.417941505371695
1657.1546833820773,-12.426671512806188
1703.5223075217252,-12.440578790291822
1748.2743439317555,-12.449876447732109
1791.3467634947299,-12.460486175333353
1832.8178350096593,-12.464597162959397
1872.398759994168,-12.462379937647453
1909.7051754627585,-12.45305199813466
1944.480364816866,-12.438919181237488
1976.6625483725945,-12.421835684732933
2006.3702247002302,-12.403225474238738
2033.8232875734277,-12.384415197031968
2059.2962699134055,-12.366534016980394
2083.095563154116,-12.350082654982133
2105.4979421217386,-12.335308352925436
2126.735851994356,-12.322795741031845
2147.034154109553,-12.312754313304907
2166.582939095927,-12.305339065760453
2185.5503620458794,-12.3006947821013
2204.0905087322203,-12.298900014057184
2222.3219781118073,-12.299501306367091
2240.320273242817,-12.301989616764384
2258.1411115939877,-12.305734380963584
2275.8097985540235,-12.30912130424174
2293.296992884754,-12.312951642658158
2310.626496931416,-12.316917819655323
2327.798318780498,-12.32095723482545
2344.8010677393436,-12.3251200688639
2361.6262671474574,-12.329459147347835
2378.27574863588,-12.333954731264264
2394.7590924517417,-12.338487844465575
2411.0847378671465,-12.34290242889083
2427.253686540279,-12.34711001991851
2443.261041519907,-12.35113761799372
2459.1026451739913,-12.355058317103031
2474.7785296400702,-12.358910625593065
2490.291761604545,-12.362686209811706
2505.6450705727316,-12.366374370752615
2520.83924265194,-12.370001371984706
2535.8746682880155,-12.373589682432124
2550.752218994201,-12.377131992015899
2565.4733328296247,-12.380605672888718
2580.0402903122367,-12.384017337687814
2594.456323513089,-12.387281782378581
2608.7211671621476,-12.390499411972833
2622.8381543055552,-12.393640344627483
2636.8077240016237,-12.3966727327479
2650.6286183279435,-12.399602904905862
2664.300485068103,-12.402488745794505
2677.8260989623204,-12.405399392187164
2691.2110493421,-12.40835520252135
2704.4610444138193,-12.411312073339428
2717.5791123180006,-12.414215059750406
2730.565442447955,-12.41705949207048
2743.4197826463424,-12.419901745261388
2756.1441911596535,-12.422807773957143
2768.7437340253755,-12.42579439336835
2781.2248040348977,-12.428820359572201
2793.592609803532,-12.431828094550532
2805.849949008056,-12.434795420402391
2817.997703487699,-12.43772706289605
2830.0359313192876,-12.440672262971836
2841.9663635427505,-12.44364915966637
2853.792068961875,-12.446655483300738
2865.516954303892,-12.449680001988916
2877.145037486435,-12.45271404332792
2888.6798898468896,-12.455754028101948
2900.1238346596638,-12.458798312888327
2911.4772144477624,-12.461845622710214
2922.7387023716487,-12.464901454725148
2933.9053073114487,-12.46798121486979
2944.969553701101,-12.471102122618763
2955.9234958182933,-12.474270598545393
2966.768650588699,-12.477478338744946
2977.513772282029,-12.48070715984543
2988.1675004113604,-12.48393717077388
2998.73597179982,-12.48716667009576
3009.2235222423096,-12.49040096291265
3019.6332055384137,-12.49365008023124
3029.9675273688886,-12.496920822270338
3040.2288968051967,-12.500216528051963
3050.419731138383,-12.503539949712573
3060.542385951978,-12.506894556870282
3070.5990121827026,-12.510284210912646
3080.59163746858,-12.51371046990593
3090.5221665442746,-12.517171614991055
3100.392407595438,-12.520664198538823
3110.2040908439676,-12.524185748888609
3119.958799493066,-12.527735454213182
3129.657898991724,-12.531317258943961
3139.302791472426,-12.534933491034652
3148.894986735499,-12.538583156158296
3158.436125162167,-12.542263475595645
3167.9278546219252,-12.54596992173363
3177.3716627063827,-12.549699614491601
3186.7689033507468,-12.553453382299429
3196.1208051391395,-12.557232635695106
3205.4285397487365,-12.561038510953463
3214.6932947654823,-12.564871319159877
3223.9162337145326,-12.568730309041047
3233.0983899398466,-12.572615002292853
3242.24070596504,-12.576526734990532
3251.344121207677,-12.580465563086857
3260.409628947474,-12.584429539084917
3269.438219037548,-12.588414361154381
3278.430825554659,-12.59241462456446
3287.3883070602874,-12.596424710055071
3296.31138824234,-12.600438520704513
3305.200693005071,-12.604451669320747
3314.056721523588,-12.608460192809916
3322.8798935073087,-12.61246116425575
3331.670561973553,-12.616453208718845
3340.4289966295364,-12.620435093606632
3349.155427703102,-12.624407705915294
3357.8500556726344,-12.628372054539266
3366.5130634262796,-12.632329757098246
3375.144721796952,-12.636281177149526
3383.7452701904826,-12.640226667670513
3392.3149520819047,-12.644167513387865
3400.8540030178647,-12.648104475645889
3409.3626606736334,-12.652039360847311
3417.8412425040738,-12.655972693871389
3426.2900593109634,-12.659904322874755
3434.709427628844,-12.663834562951033
3443.09966557276,-12.667763198860852
3451.4611021920064,-12.67169052691971
3459.7940581891917,-12.675617494121022
3468.098853266927,-12.679544600762366
3476.375844824477,-12.683472100126448
3484.6253857009992,-12.687400229611512
3492.8477990548445,-12.691329416290381
3501.0433817538665,-12.695260057096084
3509.212434691699,-12.699191882290895
3517.355241981255,-12.70312470266966
3525.47206937053,-12.707058203176707
3533.5631987159613,-12.710992522352305
3541.628909110706,-12.714927926537056
3549.6694813274903,-12.718865215930103
3557.6852563897473,-12.72280487092728
3565.676570439539,-12.726747461192629
3573.643768795438,-12.730692874708513
3581.5871877838954,-12.734640745646045
3589.5071447056416,-12.738590911808855
3597.4039801116605,-12.742542661564269
3605.2780078896553,-12.7464952940573
3613.129475632704,-12.750449586743551
3620.9586412416725,-12.75440681927603
3628.7657718180994,-12.758368473386094
3636.5511315922245,-12.762336123594446
3644.3150197611217,-12.766311549979921
3652.0577796738085,-12.770295813317459
3659.7797375567066,-12.774289556632267
3667.4812299239584,-12.778293994161768
3675.1626783934544,-12.78230837635973
3682.8244774711893,-12.786331210316604
3690.466963372123,-12.790361934377659
3698.0904629455526,-12.794401276303326
3705.695361327007,-12.798447399488033
3713.281958042575,-12.80249924609236
3720.850520934234,-12.806557172834204
3728.4013803887115,-12.81062028718971
3735.934797516152,-12.814687938567182
3743.4510270751803,-12.818759569662507
3750.950312836277,-12.822834955338536
3758.432891419842,-12.826913082349147
3765.8989740423926,-12.830995284050283
3773.3488121040364,-12.83508008480859
3780.782611066073,-12.839164271989592
3788.2005150312866,-12.843250545148289
3795.602736782442,-12.847337379454622
3802.9894276989016,-12.85142476460631
3810.360731637078,-12.855512714124814
3817.7168351560777,-12.859599336970167
3825.0578291944616,-12.863678354919097
3832.383716643701,-12.867755235320256
3839.6946273038634,-12.871826359440456
3846.9905815747725,-12.875891292918554
3854.2716243118402,-12.879949661228562
3861.5378160931095,-12.884000463669173
3868.789174787686,-12.888031475131452
3876.0254761994024,-12.892052480696115
3883.246727405893,-12.896061324287338
3890.4529065631345,-12.900056169130034
3897.6439334081806,-12.904036407424464
3904.8197248569963,-12.907986135384965
3911.979893119619,-12.911915707951174
3919.12423892476,-12.915823625317463
3926.2526103849814,-12.919707258402706
3933.3648028239586,-12.923566481111084
3940.4605792170455,-12.927403131619055
3947.5397410747323,-12.931203084744128
3954.601848048133,-12.934983685557267
3961.646801968575,-12.93874997398234
3968.6746481262066,-12.942505511192373
3975.6854382806287,-12.946257775156514
3982.6793424217935,-12.950000473801019
3989.6564416805186,-12.953757480695986
3996.617202505384,-12.95753911458144
4003.562281951888,-12.961356425616964
4010.492475659261,-12.965222089987254
4017.408726165069,-12.969134114035937
4024.311901494937,-12.973121263008489
4031.2032868689594,-12.97719827630747
4038.0843492484637,-12.981381731527577
4044.956776655133,-12.985670903926462
4051.8221738424463,-12.990094746734037
4058.6824997807034,-12.994669776298153
4065.5400096424887,-12.999412165717128
4072.397181469336,-13.004335076754012
4079.2566415669435,-13.009437000042047
4086.121030491522,-13.014746160709105
4092.9934236870104,-13.020274471744411
4099.877144887511,-13.026030265587938
4106.775685521564,-13.032004575252467
4113.692422751997,-13.038218920191872
4120.631145437752,-13.044675898301819
4127.595774424284,-13.051376671034497
4134.590306395011,-13.05830527992898
4141.618550974586,-13.065473971804687
4148.684575596024,-13.07288036030741
4155.792493427108,-13.080519015820059
4162.946411521658,-13.088369750663432
4170.1501231467955,-13.096441656310073
4177.407620509948,-13.104726184708001
4184.722832278269,-13.113206266843205
4192.099325782526,-13.121847257294787
4199.540037831167,-13.130632200238649
4207.0475601489825,-13.139520045692429
4214.623791421354,-13.148453701221396
4222.269738345471,-13.157411809789435
4229.986350184454,-13.166396643677857
4237.775399940578,-13.175474470304456
4245.64099613824,-13.184791190162533
4253.59121576476,-13.194618968677384
4261.640334599206,-13.205289581771263
4269.809539321428,-13.217152574447805
4278.126669494966,-13.230572275782668
4286.6262439497805,-13.245845573302606
4295.348093002042,-13.263175780511565
4304.3353763308205,-13.282618895740457
4313.631230334385,-13.304066622154771
4323.274719148961,-13.327202407336106
4333.296191819829,-13.351685849620493
4343.718258267951,-13.377562372884091
4354.570215314214,-13.4055345522727
4365.911276740184,-13.437084286048
4377.856391593773,-13.473145145762418
4390.574226167098,-13.51336562535738
4404.373811237165,-13.544861779469185
4419.212865146554,-13.56087934619302
4434.561177909326,-13.567424407557478
4449.990432389855,-13.570847199746689
4465.332289481319,-13.574068075393125
4480.562068800646,-13.577746974661254
4495.696686121686,-13.58170701925588
4510.751055840738,-13.585696879041523
4525.730001634805,-13.589589584740185
4540.632050988219,-13.59339203371259
4555.455081660686,-13.597139397043657
4570.197943854063,-13.600861819527337
4584.860612111509,-13.60459156077663
4599.444356660441,-13.608334868743801
4613.950741454354,-13.612087764589084
4628.381189755397,-13.615857780371641
4642.737392403418,-13.619636462599768
4657.020712414674,-13.623431625106305
4671.232786551526,-13.627239722667493
4685.37508205799,-13.63105257718904
4699.448739618116,-13.634878074923472
4713.455158148079,-13.638709735755231
4727.395457734876,-13.642550790977085
4741.270878364795,-13.646395886625605
4755.082424154755,-13.650252674325046
4768.831345710171,-13.654116961809889
4782.518729613591,-13.657984641694227
4796.145513882927,-13.661859484011975
4809.712737596068,-13.66573553790941
4823.221212981224,-13.669617055756394
4836.671925588137,-13.673495416364213
4850.065533519471,-13.677375719833707
4863.402843609405,-13.68125095020582
4876.684421461769,-13.68512574636004
4889.910997988494,-13.688992259656315
4903.083023415196,-13.692853940652904
4916.201051981172,-13.696706459250384
4929.26549765065,-13.700551517037221
4942.27682976705,-13.704383354250005
4955.23529681667,-13.70820518436525
4968.141277680426,-13.712012188048067
4980.994973144128,-13.715806947159486
4993.796677359668,-13.719584770005971
5006.546522407778,-13.723350059884194
5019.244808523811,-13.727097602386573
5031.891631069722,-13.730829080990187
5044.487124240683,-13.734539762548154
5057.031291226155,-13.738232645752634
5069.524239736836,-13.7419101688826
5081.966150316359,-13.745566383878202
5094.356982586913,-13.749205965553918
5106.696883116639,-13.752824818347037
5118.985840845371,-13.756423234456435
5131.223862840112,-13.760002541752963
5143.410985841977,-13.763559656062137
5155.547132763487,-13.767099770830741
5167.632460935952,-13.770616105426056
5179.66685433455,-13.77410809571828
5191.650183554627,-13.777579550138897
5203.582468355745,-13.781026587581186
5215.46358450322,-13.784449755074377
5227.293466662477,-13.787851054797349
5239.072092226037,-13.791226947857794
5250.799331491543,-13.794578085249949
5262.475082378222,-13.79790565382169
5274.099253549737,-13.801205491188476
5285.6716364033255,-13.804478195026551
5297.192076810226,-13.807726009217616
5308.660464074161,-13.810951011231484
5320.07671505461,-13.814149895428242
5331.440685644812,-13.817323309466726
5342.752242564684,-13.820472887559774
5354.011332161144,-13.823599429563698
5365.217893375335,-13.82670035917249
5376.371797684065,-13.829777052285124
5387.4729713603965,-13.832827952664049
5398.521260647628,-13.835854932702716
5409.516623848182,-13.83885680789434
5420.458942554641,-13.84183575264396
5431.348167368414,-13.844791215805264
5442.1842577905245,-13.847723038186846
5452.96712409961,-13.850633383829313
5463.696751907562,-13.853522066533387
5474.373151965365,-13.856388791562052
5484.996294807738,-13.859235949920926
5495.566200676265,-13.862064125465093
5506.082946783392,-13.864873068241101
5516.546589216539,-13.867664809957768
5526.957214852908,-13.870439580381689
5537.3148964779175,-13.873199124343461
5547.61979326312,-13.875944518198631
5557.872059273271,-13.878677179984924
5568.071880347788,-13.881398695920938
5578.219512592246,-13.884108226379858
5588.315156640943,-13.886808721564638
5598.35907956531,-13.889501925996145
5608.351597192334,-13.89218551178608
5618.292950545525,-13.894863681169957
5628.183495248503,-13.89753841039297
5638.023626653271,-13.900208300089075
5647.813661393879,-13.902876635683143
5657.554054225786,-13.905543187795914
5667.245203307962,-13.908209549703797
5676.8875408741715,-13.910877115594571
5686.481546143229,-13.913545338751009
5696.027661551071,-13.916215870397386
5705.526356881593,-13.918888153113844
5714.9780734193155,-13.921566012478497
5724.383357937638,-13.924250385776364
5733.742766490051,-13.926940035602398
5743.0568234382345,-13.92963481079614
5752.326017785358,-13.932336527586239
5761.5508762206855,-13.935046185875454
5770.731965552067,-13.937763902656842
5779.869844597422,-13.940490338031777
5788.965059348739,-13.943222378205174
5798.018073101946,-13.945966137511967
5807.029504861164,-13.948719858286113
5815.999906647251,-13.951481089961268
5824.9297677975765,-13.954252801224186
5833.819667040061,-13.957033837468547
5842.670128165473,-13.959825105055259
5851.481681827079,-13.962624991724802
5860.254806340841,-13.965435025128267
5868.9900353619105,-13.968255858624264
5877.687898368274,-13.97108534697443
5886.348860021084,-13.973925317393455
5894.973451463879,-13.976775537036096
5903.562173254928,-13.979634073925505
5912.115460155501,-13.982502190514186
5920.633771714141,-13.985379738814173
5929.117587799364,-13.98826652446743
5937.567366265961,-13.991162227430936
5945.983544941832,-13.994066440328625
5954.366552717446,-13.996978635295491
5962.716797165449,-13.999899766481914
5971.0346970939645,-14.002831896322833
5979.320722261679,-14.00577131496897
5987.575261302344,-14.008717523957378
5995.798679223094,-14.011671669353444
6003.991364145301,-14.014634576816045
6012.153718162683,-14.017604920505947
6020.2860933656975,-14.020583827313693
6028.388887029495,-14.023570053924173
6036.462455838713,-14.026561778567569
6044.507126423488,-14.02956181320214
6052.523277710862,-14.032569829832148
6060.511241161812,-14.035582745883486
6068.471307119969,-14.03860338624674
6076.403818227118,-14.041633638791806
6084.30918599765,-14.04466819174901
6092.187685431977,-14.047707989674342
6100.039556095257,-14.050755738926817
6107.865159858765,-14.053809273382214
6115.6647950633205,-14.056868639838434
6123.4387375618835,-14.059933364040852
6131.1872560761685,-14.06300529487872
6138.910670654553,-14.066083710210213
6146.609283508613,-14.069166968607496
6154.28332804927,-14.072257902777661
6161.9331219856585,-14.07535286629488
6169.5589042403535,-14.07845245886447
6177.160917789997,-14.081558911742313
6184.739458398382,-14.084669639947201
6192.294747180717,-14.0877855271829
6199.827022434027,-14.09090756671848
6207.336558913302,-14.09403384340774
6214.823579124893,-14.097165431720772
6222.288311492509,-14.100302825128654
6229.731026821281,-14.103444359147934
6237.151947637488,-14.106589737744915
6244.551266526053,-14.109738318956046
6251.929170307557,-14.112891591249198
6259.285876577398,-14.116050505516577
6266.621637475909,-14.119213859479217
6273.936661738173,-14.122381586823975
6281.2311523710805,-14.125553375794253
6288.505314694342,-14.128728901788541
6295.759337963108,-14.131908609262812
6302.993420160331,-14.135092119241987
6310.207752709476,-14.138279327351839
6317.402519960308,-14.141470455918046
6324.577908568433,-14.144665484397606
6331.734105071451,-14.147864212180513
6338.871291206851,-14.151066476432474
6345.989643716514,-14.154272180827686
6353.089335728873,-14.157481250940828
6360.170537438242,-14.160693612775113
6367.233416217188,-14.163909191273945
6374.27813662309,-14.16712791204589
6381.3048604300175,-14.170349702720687
6388.313746691777,-14.173574493003493
6395.304951806763,-14.176802214649083
6402.278629582101,-14.180032801598806
6409.234931298501,-14.183266189788888
6416.174005771307,-14.186502317312476
6423.095999414024,-14.189741124027922
6430.001056295076,-14.192982551060146
6436.8893181836065,-14.196226542328615
6443.760924639765,-14.199473043361913
6450.616013069713,-14.202721998736898
6457.454718715841,-14.205973354772347
6464.277174717864,-14.209227060048796
6471.083512184466,-14.212483064267985
6477.873860233859,-14.215741318963582
6484.648346045582,-14.219001777483582
6491.407094915207,-14.222264395075232
6498.150230306071,-14.225529128984602
6504.877873906349,-14.22879593804173
6511.590145677146,-14.232064782581961
6518.287163897535,-14.235335623379648
6524.969045187213,-14.238608423914073
6531.635904589035,-14.241883150264055
6538.28785564075,-14.24515976556993
6544.925010309769,-14.24843823372513
6551.54747901994,-14.251718522113698
6558.155370749112,-14.255000598123107
6564.748793038556,-14.258284429973633
6571.327852020305,-14.26156998666596
6577.892652441965,-14.264857238068107
6584.4432976947655,-14.268146155062722
6590.979889843304,-14.271436709327762
6597.502529650845,-14.274728873475786
6604.011316607659,-14.27802262096082
6610.506348957671,-14.281317926026093
6616.987723722274,-14.284614763700393
6623.455536725478,-14.287913109575022
6629.909882616959,-14.291212940091212
6636.35085489483,-14.294514232155827
6642.778545926395,-14.297816963286479
6649.1930469690615,-14.30112111143112
6655.59444818514,-14.304426654766093
6661.98283866048,-14.307733575519423
6668.358306502306,-14.311041854162482
6674.720938804558,-14.31435146893912
6681.070821599769,-14.317662402025048
6687.408039956143,-14.320974635941095
6693.732677995047,-14.324288153648999
6700.044818907311,-14.327602938719554
6706.344544971051,-14.330918975332072
6712.631937573849,-14.334236248332502
6718.907077230286,-14.337554743067148
6725.170043600899,-14.340874445467827
6731.420915510551,-14.344195342070268
6737.659770967171,-14.347517419831425
6743.886687175466,-14.350840666149049
6750.101740554019,-14.354165068330174
6756.305006737975,-14.35749061495074
6762.496560614454,-14.360817296599368
6768.676476370454,-14.364145101478941
6774.844827444408,-14.367474017299676
6781.0016865195375,-14.370804034366197
6787.1471255851,-14.374135142727958
6793.281215940365,-14.37746733243815
6799.4040281984,-14.380800593677797
6805.515632293465,-14.384134916894046
6811.616097493715,-14.387470292445299
6817.705492404811,-14.390806710999332
6823.783884979441,-14.394144163428544
6829.851342529158,-14.39748264064138
6835.907931729431,-14.400822133724839
6841.953718628357,-14.404162634020059
6847.988768657078,-14.407504133185856
6854.013146640368,-14.410846623096845
6860.026916806434,-14.414190095744257
6866.030142794632,-14.417534543466461
6872.0228876659485,-14.420879958831845
6878.005213915578,-14.424226334536314
6883.977183476442,-14.427573663395297
6889.93885773025,-14.430921938337857
6895.890297508868,-14.43427115149676
6901.831563089834,-14.437621298448558
6907.762714271167,-14.440972375335328
6913.683810384695,-14.444324373473997
6919.594910201344,-14.447677285820472
6925.496071963644,-14.451031107503285
6931.387353436738,-14.454385833531855
6937.268811914923,-14.45774145891496
6943.140504221962,-14.461097978639815
6949.002486715043,-14.464455388213832
6954.85481529904,-14.467813683179962
6960.697545429704,-14.471172859123685
6966.530732119801,-14.474532911944845
6972.354429948439,-14.477893837716254
6978.168693066025,-14.48125563258616
6983.973575202536,-14.48461829290632
6989.769129671101,-14.487981815241882
6995.555409377591,-14.491346195744068
7001.33246681377,-14.494711430558851
7007.100354059239,-14.498077515596714
7012.859122780643,-14.501444447633302
7018.608824257285,-14.504812226699428
7024.349509443794,-14.508180849862638
