# Time(day),log10(lum)
178.60909751878557,41.40881670638683
178.80602163915594,41.4079762952398
179.00281731045223,41.407129971155726
179.2000385836004,41.40628034599703
179.39678052804484,41.40544901979956
179.59302160443372,41.404639965775004
179.78958213684115,41.40380363366621
179.98660481045223,41.40294503796622
180.1835829586004,41.40210899438223
180.38010381508187,41.4012813752433
180.57655492619298,41.400425106093856
180.7733670558226,41.39960081823769
180.97027456739667,41.398765947746654
181.16702137295223,41.39797011071606
181.36406391924854,41.39715160954284
181.5610799956374,41.39632525619017
181.7576657711004,41.39548877762366
181.9540696947115,41.3946686693573
182.1512203660078,41.393846144165146
182.3476566970263,41.39300449544101
182.5448988845263,41.39218814253076
182.7412641970263,41.39138255758372
182.93813487989667,41.39057533160895
183.13526023869298,41.38976915896708
183.33150722943373,41.38896695070008
183.5281391160078,41.388158806202256
183.72559237989668,41.38736803650819
183.92180775026705,41.38656002267024
184.11883507665596,41.385760564742945
184.3154320558226,41.38494254686695
184.5120242548967,41.38413388560738
184.7090644285078,41.38330490346218
184.90542971785965,41.382533337878215
185.10248834054482,41.3817309763128
185.29926063221149,41.38092983774466
185.4956638035078,41.3801475473391
185.69247477573,41.37935281733292
185.8897572410078,41.378560392136485
186.08613352573002,41.37777407080111
186.28261029656335,41.37698892195643
186.47948182434112,41.376211007516794
186.67634632665593,41.37541112901289
186.87360162758188,41.37463913582254
187.07017422017447,41.37385004196333
187.2664966623041,41.37307717417844
187.46374602573002,41.372286954233346
187.66003891924854,41.37150564292952
187.85722687063742,41.37073122583503
188.05404123406333,41.36996001706232
188.25065188221149,41.36918734949607
188.44714709054483,41.36841378366874
188.64433868776706,41.367646424280224
188.84054817850782,41.366883048358325
189.0380692896189,41.36609513606043
189.23423566693373,41.36532949620209
189.43126093313742,41.36456763701207
189.62801177804482,41.36379409954663
189.8249873683226,41.36301879374266
190.0218227849893,41.362243613254584
190.21813522711892,41.3614869589443
190.41523744934113,41.36071788464948
190.6118969169337,41.35995820970379
190.80859775026707,41.359194343337855
191.00500954424854,41.35841691636525
191.2016839771189,41.35767103148777
191.39920779656333,41.356903696525734
191.59575999563745,41.35614861739774
191.79207665073002,41.35539862004769
191.98893819008185,41.35463209826159
192.1855837224893,41.35388505097551
192.38292301647076,41.35313229233888
192.57956530813743,41.3523824225307
192.77577153498927,41.35163592423018
192.97262055119296,41.350887291701916
193.1696780396189,41.35013854165971
193.36654945165594,41.349396217220985
193.56285832897078,41.34866145293712
193.75977484517446,41.34792432571186
193.9569083058226,41.34719046913207
194.15303624563742,41.34645358466046
194.35001762295224,41.34572824612839
194.54730503035964,41.34501128437311
194.7434454123041,41.344290551656236
194.94012624563743,41.3435755986544
195.1373752618411,41.34285572796021
195.33431052804482,41.342134278909214
195.5307945211004,41.34142803359794
195.72748512295226,41.340733281659446
195.92415484517446,41.34005022758346
196.12139763452635,41.339360936872225
196.3180447410078,41.338678845970655
196.51463373406335,41.33802381293408
196.7116964771189,41.337387198309955
196.90800449795222,41.336762628353746
197.10495624563742,41.33614283375537
197.3013323683226,41.335556595783544
197.4985520095263,41.33498657378261
197.6954498683226,41.33442586802735
197.89178447480407,41.3339562467927
198.08906615304483,41.3335008363496
198.28545131508187,41.3331596915294
198.4825468359152,41.33293029061424
198.67866898869298,41.3328782414744
198.87552327110038,41.333056841947034
199.07238968313743,41.33300688556766
199.26943581739667,41.33265475335683
199.46608029656335,41.33216746654759
199.66259840998927,41.33161220282385
199.85929950952632,41.33100856304296
200.05652165073005,41.33036760224597
200.25303404656336,41.329702600942525
200.4499985951745,41.32901290558624
200.64617387295226,41.32829982844962
200.84349557434112,41.32756637434945
201.0398398336004,41.32681987426578
201.2370700072115,41.326055847275924
201.4337355396189,41.32527540004894
201.62993950952634,41.32448108991731
201.82741832897074,41.32366858128867
202.02363065535965,41.32284302827447
202.22106515767445,41.32199707146549
202.4170076461004,41.321135255034804
202.61389016924852,41.32025489138805
202.81063119934112,41.3193467654946
203.0078717433226,41.318412928558615
203.2044410720263,41.31745442899323
203.40093360674857,41.31646967140554
203.5979407711004,41.315443483978164
203.79514271554484,41.31438380480387
203.9913109562856,41.31327984189885
204.18793650026703,41.31211803830264
204.38471408128555,41.31090185246236
204.58136465998925,41.30966603988201
204.7785321484152,41.30847714109577
204.97512357202635,41.307332488039506
205.17186662758186,41.30625272501103
205.36865176647078,41.30519853382912
205.56542579424854,41.304143755588356
205.76219200952633,41.30312871838425
205.9590085836004,41.30214153844328
206.15598584054484,41.30115093033719
206.35245284285963,41.30020473171624
206.5494520095263,41.29928076774076
206.74640253035963,41.29834253963725
206.94276807434113,41.29745761389584
207.1396807711004,41.29652944480717
207.33664726415597,41.295653850339335
207.53318117619298,41.29474641339168
207.72960843313743,41.29388369043722
207.92623799332262,41.29299140851509
208.12335390767447,41.29213363246693
208.32036213684114,41.29125341808996
208.51659713684114,41.29040235558725
208.71389588684113,41.289544694007716
208.91062765767447,41.288686126353255
209.1067965349893,41.28782650205255
209.3041312572115,41.286966805376345
209.50078731045224,41.28612835251157
209.69752173174854,41.285263014702934
209.89416683591523,41.28440327800756
210.09143705582264,41.28354716184086
210.28818475258186,41.28270821938675
210.48507523869296,41.28183653719085
210.68183662758187,41.2810031263838
210.87818218313743,41.28015611580258
211.0747550419337,41.27930394294941
211.2712617664708,41.278444095806634
211.46834578267445,41.27759876246336
211.66479310906337,41.27674222169445
211.86220118776706,41.27590149961586
212.05848270397075,41.27505863914165
212.25528336369297,41.27421738487715
212.45242971785964,41.27339936649862
212.64889543545223,41.27254460499659
212.84551225258187,41.27172477371252
213.04224843313744,41.27086902283688
213.23912058591517,41.27004798117751
213.43619231045224,41.26919649978563
213.63270918545226,41.268374973324214
213.82969474100778,41.26752023734785
214.0264822873041,41.26670432355978
214.2233038035078,41.26586183262723
214.41956872248926,41.265045538859255
214.61640809748928,41.26421972273085
214.81326983360037,41.26339289122479
215.00960901184115,41.262554717946934
215.20657740304483,41.26172422859145
215.40361354887816,41.26087811215419
215.60011985674853,41.260046768708015
215.7971882248041,41.25921030336467
215.9941449609152,41.258375162917154
216.19024592156336,41.25754130782027
216.387356176193,41.25671054862906
216.58374361832264,41.25588496548327
216.78121551647075,41.25505388781934
216.9779112572115,41.25423848256796
217.17465176647076,41.25340624955989
217.37131166230407,41.252595315757574
217.56772873406337,41.25176243988066
217.7646636183226,41.250938725691945
217.96191343313743,41.250102542207216
218.15828457897075,41.24929614338201
218.35545471785963,41.248471192278046
218.5522020558226,41.24765448569602
218.74825905813745,41.246825185572945
218.94529994934112,41.246006017160184
219.14208765767444,41.24517745136375
219.3383653660078,41.24435806785247
219.53581764610038,41.24351986385397
219.73229150026702,41.24269942657102
219.92950462526704,41.24188495213689
220.12538828267446,41.24105672037401
220.3226455048967,41.24024122074076
220.51929165073,41.23940527136515
220.71620481045227,41.238580985978416
220.9124486646189,41.237743861545816
221.10987578267446,41.236923235556105
221.30672500721147,41.236085269592245
221.50311248406337,41.2352666195472
221.70007551647075,41.23442704718244
221.89689459054483,41.23360346864054
222.0937762572115,41.23277484532941
222.29007119934113,41.23194868986963
222.48691128035964,41.23112222921521
222.68368316693372,41.23029358826105
222.88066297017446,41.22947171419147
223.07724704424854,41.228641945317875
223.27370043545224,41.22782727670205
223.470273051193,41.22701186321371
223.6671945095263,41.226189440155764
223.8646693937856,41.22536694631061
224.06104651184114,41.224542598515356
224.25733854887815,41.22373378719245
224.4545513498041,41.22290935564791
224.6508691623041,41.22209095895485
224.84815788915594,41.22126459547671
225.04448639610038,41.22043880937281
225.24167993776706,41.219619095805456
225.4386737919337,41.21878587663926
225.63532006508186,41.217965349994934
225.83144340998928,41.21713689789384
226.02883564378556,41.21630870463792
226.22531189378557,41.215492951150395
226.42264640767445,41.21465912511923
226.61860406971152,41.21383899076651
226.8159618706374,41.21301096703222
227.01246641924854,41.21218032260993
227.20888243776707,41.211358870963295
227.40597666230408,41.21052913143629
227.6025116854522,41.20969873529668
227.79927320165592,41.208874822592804
227.99605935906334,41.208039881778824
228.19269346785964,41.2072059516454
228.39000696323,41.20637664896478
228.58689362989668,41.205537086901174
228.78327404656335,41.204703407811124
228.98006123406333,41.20386868618845
229.17722552804483,41.203022177877365
