# rest_wavelength	dust_corr_flux
3666.707638394738	1.4978378836301479e-15
3668.432803290852	1.069626098518281e-15
3670.157968186966	1.1800873061659336e-15
3671.8831330830803	1.2518749149346015e-15
3673.6082979791945	1.491083227167182e-15
3675.3334628753087	1.2890281569332797e-15
3677.058627771423	8.949064605875488e-16
3678.783792667537	8.163355969186949e-16
3680.508957563651	1.1554454931684915e-15
3682.2341224597653	9.890117925387707e-16
3683.95928735588	1.202808334781725e-15
3685.684452251994	1.2646861506033454e-15
3687.4096171481083	1.4531638007322239e-15
3689.1347820442224	1.505626696588267e-15
3690.8599469403366	1.270018871655684e-15
3692.585111836451	1.0768780075135789e-15
3694.310276732565	1.376292404072797e-15
3696.035441628679	1.4622496971134853e-15
3697.7606065247933	1.2548463261179955e-15
3699.4857714209074	1.1108910866732568e-15
3701.210936317022	1.2315790998589997e-15
3702.936101213136	1.2604795672656525e-15
3704.6612661092504	1.2448597302210123e-15
3706.3864310053646	1.2645982108901572e-15
3708.1115959014787	1.1939530498823341e-15
3709.836760797593	1.5906651231883485e-15
3711.561925693707	1.756318487063641e-15
3713.287090589821	1.0634751116064253e-15
3715.0122554859354	1.3534509291041066e-15
3716.7374203820495	1.2763450850143658e-15
3718.462585278164	1.1293578221092836e-15
3720.1877501742783	1.3434365769106754e-15
3721.9129150703925	1.5382777069067047e-15
3723.6380799665067	9.350915210508802e-16
3725.363244862621	9.744855692805486e-16
3727.088409758735	1.2387077816964688e-15
3728.813574654849	1.4906434199963196e-15
3730.5387395509633	1.2317341585807994e-15
3732.2639044470775	1.2529641998402065e-15
3733.9890693431917	1.0534301344728246e-15
3735.7142342393063	1.2351862257340924e-15
3737.4393991354204	1.3869705904836723e-15
3739.1645640315346	1.02739295803193e-15
3740.889728927649	1.353363028852349e-15
3742.614893823763	1.2593326840144633e-15
3744.340058719877	1.1375779182274643e-15
3746.0652236159913	1.3973474738906237e-15
3747.7903885121054	1.0241997181878092e-15
3749.5155534082196	8.310040995527019e-16
3751.240718304334	1.1161826325883698e-15
3752.9658832004484	1.314898997249935e-15
3754.6910480965626	9.617576758673393e-16
3756.4162129926767	1.3988341937631688e-15
3758.141377888791	1.2215846608584749e-15
3759.866542784905	1.255524832544705e-15
3761.591707681019	1.5215393033701412e-15
3763.3168725771334	1.4634004749499501e-15
3765.0420374732475	1.0074845120705977e-15
3766.7672023693617	1.3989657123325062e-15
3768.4923672654763	1.3154779153228364e-15
3770.2175321615905	1.336771421881113e-15
3771.9426970577047	9.654022136583808e-16
3773.667861953819	1.3921237326271866e-15
3775.393026849933	1.3003152685331065e-15
3777.118191746047	1.2097480040406137e-15
3778.8433566421613	8.304226028492517e-16
3780.5685215382755	1.1800975173071685e-15
3782.2936864343897	1.2970467685153425e-15
3784.018851330504	1.1778894151956446e-15
3785.7440162266184	1.0627024113707715e-15
3787.4691811227326	1.241149071730171e-15
3789.1943460188468	1.58366124954571e-15
3790.919510914961	1.1837473977911546e-15
3792.644675811075	1.2184903363854144e-15
3794.3698407071893	1.0172295344954852e-15
3796.0950056033034	1.4480959099853076e-15
3797.8201704994176	1.1177090395991975e-15
3799.5453353955318	1.0941173111692544e-15
3801.270500291646	1.258784181402151e-15
3802.9956651877606	8.856606891270843e-16
3804.7208300838747	7.544396633430722e-16
3806.445994979989	7.845988664760949e-16
3808.171159876103	1.0182340378123087e-15
3809.896324772217	8.592881541878022e-16
3811.6214896683314	6.385076447109631e-16
3813.3466545644455	9.558352503076528e-16
3815.0718194605597	1.1153265279460288e-15
3816.796984356674	8.619668391878972e-16
3818.5221492527885	8.509071347293084e-16
3820.2473141489027	7.159539769234473e-16
3821.972479045017	8.409382776469836e-16
3823.697643941131	7.587250148268302e-16
3825.422808837245	7.643924347462432e-16
3827.1479737333593	9.31932160136961e-16
3828.8731386294735	8.517785377898532e-16
3830.5983035255877	7.669884850908927e-16
3832.323468421702	9.7504894564763e-16
3834.048633317816	9.239336537966745e-16
3835.7737982139306	8.952322364288824e-16
3837.4989631100448	1.0008165364341598e-15
3839.224128006159	8.232754663452528e-16
3840.949292902273	7.796698563309756e-16
3842.6744577983873	8.733405255258847e-16
3844.3996226945014	9.954080297358056e-16
3846.1247875906156	1.2202154365885043e-15
3847.8499524867298	1.087326491823308e-15
3849.575117382844	1.3953070194993472e-15
3851.300282278958	1.0478233722707767e-15
3853.0254471750727	9.72423122122346e-16
3854.750612071187	8.373629329490672e-16
3856.475776967301	7.834001941048455e-16
3858.200941863415	9.42644561739825e-16
3859.9261067595294	8.294287861178174e-16
3861.6512716556435	9.418898746054576e-16
3863.3764365517577	1.0150885464992394e-15
3865.101601447872	1.334166080510392e-15
3866.826766343986	1.1373414700573452e-15
3868.5519312401	1.0080601843885384e-15
3870.277096136215	1.23414077403623e-15
3872.002261032329	1.0593633508589067e-15
3873.727425928443	1.1020565128123994e-15
3875.4525908245573	1.365080187298514e-15
3877.1777557206715	1.2413199028510497e-15
3878.9029206167857	1.2030193034514308e-15
3880.6280855129	1.4688221821676524e-15
3882.353250409014	1.214291411864921e-15
3884.078415305128	1.2327873572560938e-15
3885.8035802012428	1.3857809620413218e-15
3887.528745097357	1.1233507554316941e-15
3889.253909993471	1.0161598165817223e-15
3890.9790748895853	1.3476809202721825e-15
3892.7042397856994	1.2938420156083547e-15
3894.4294046818136	1.2981248072646893e-15
3896.1545695779278	1.4017790314407762e-15
3897.879734474042	1.5569597066226372e-15
3899.604899370156	1.5894697978874727e-15
3901.3300642662703	1.7675613277801147e-15
3903.055229162385	1.6993606396530581e-15
3904.780394058499	1.6733688094321142e-15
3906.505558954613	1.2103446026846822e-15
3908.2307238507274	1.3204326864744194e-15
3909.9558887468415	1.5810561346106774e-15
3911.6810536429557	1.809041252287386e-15
3913.40621853907	1.8673427410353077e-15
3915.131383435184	1.6877224678719218e-15
3916.856548331298	1.807548375977571e-15
3918.5817132274124	1.7927301306195933e-15
3920.306878123527	1.9758523558648727e-15
3922.032043019641	1.5503013962825623e-15
3923.7572079157553	2.00278007925997e-15
3925.4823728118695	2.2016001952925275e-15
3927.2075377079836	2.090521849550464e-15
3928.932702604098	2.1112377432638942e-15
3930.657867500212	2.074612539857607e-15
3932.383032396326	2.058200311082079e-15
3934.1081972924403	2.1115329206410486e-15
3935.8333621885545	2.2960736557094064e-15
3937.558527084669	2.505132263144608e-15
3939.2836919807833	2.4484732962556992e-15
3941.0088568768974	2.317316206366442e-15
3942.7340217730116	2.6170745681365237e-15
3944.4591866691258	2.577183955880397e-15
3946.18435156524	2.4472612859668607e-15
3947.909516461354	2.6611561008466855e-15
3949.6346813574683	2.697120856395887e-15
3951.3598462535824	2.788091114280199e-15
3953.0850111496966	2.78898902464407e-15
3954.810176045811	2.5813500249816452e-15
3956.5353409419254	2.6821274834313435e-15
3958.2605058380395	3.036639938312689e-15
3959.9856707341537	2.985858627371337e-15
3961.710835630268	2.8034664728030137e-15
3963.436000526382	3.1221736155903963e-15
3965.161165422496	3.3903593206322194e-15
3966.8863303186104	3.369774589806431e-15
3968.6114952147245	3.3142182570351116e-15
3970.336660110839	3.28639752987083e-15
3972.0618250069533	3.3960885524967765e-15
3973.7869899030675	3.489413166920423e-15
3975.5121547991816	3.512431269841144e-15
3977.237319695296	3.518705465803763e-15
3978.96248459141	3.557175829201465e-15
3980.687649487524	3.5411712048342048e-15
3982.4128143836383	3.565210255866023e-15
3984.1379792797525	3.6805033794663e-15
3985.8631441758666	3.4721553346481085e-15
3987.5883090719813	3.56607576191334e-15
3989.3134739680954	3.510935322727353e-15
3991.0386388642096	3.4757345550053683e-15
3992.7638037603238	3.3689740201940433e-15
3994.488968656438	3.461349534230141e-15
3996.214133552552	3.4832416760966775e-15
3997.9392984486662	3.2949384958544777e-15
3999.6644633447804	3.313616170297863e-15
4001.3896282408946	3.2348689875290816e-15
4003.1147931370087	3.3523754597858857e-15
4004.8399580331234	3.471388482428302e-15
4006.5651229292375	2.8755384484639767e-15
4008.2902878253517	3.1322234151980183e-15
4010.015452721466	2.998730136211731e-15
4011.74061761758	2.829505101211889e-15
4013.465782513694	3.0556422548310915e-15
4015.1909474098084	2.905104665349287e-15
4016.9161123059225	2.802257078723333e-15
4018.6412772020367	2.9662304421774143e-15
4020.366442098151	3.058577647208589e-15
4022.0916069942655	2.801700911695173e-15
4023.8167718903796	2.894214015716575e-15
4025.541936786494	2.8886544268967633e-15
4027.267101682608	2.662752081271742e-15
4028.992266578722	2.814723367833145e-15
4030.7174314748363	2.7302657334166793e-15
4032.4425963709505	2.675601160981119e-15
4034.1677612670646	2.908230656959631e-15
4035.892926163179	2.6850133081256787e-15
4037.6180910592934	2.629408232737428e-15
4039.3432559554076	2.7745462635203103e-15
4041.0684208515218	2.8838224815217335e-15
4042.793585747636	2.5259134340409694e-15
4044.51875064375	2.7796774944390236e-15
4046.2439155398642	2.514382805409649e-15
4047.9690804359784	2.1051549955500563e-15
4049.6942453320926	2.427479628054841e-15
4051.4194102282067	2.6620689867794143e-15
4053.144575124321	2.3549470725452722e-15
4054.8697400204355	2.4559943993879393e-15
4056.5949049165497	2.6361822452180673e-15
4058.320069812664	2.4929677839116393e-15
4060.045234708778	2.1508764876309925e-15
4061.770399604892	2.4153338140294083e-15
4063.4955645010064	2.9120198508881485e-15
4065.2207293971205	2.992659396568979e-15
4066.9458942932347	2.2588007649222915e-15
4068.671059189349	2.3728186757630076e-15
4070.396224085463	2.5712441397150575e-15
4072.1213889815776	2.3636479835126387e-15
4073.846553877692	2.495738078519505e-15
4075.571718773806	2.775677142410252e-15
4077.29688366992	2.5259056448589004e-15
4079.0220485660343	2.745362022217576e-15
4080.7472134621485	2.5226778375829738e-15
4082.4723783582626	2.793634746930112e-15
4084.197543254377	2.9521093627842367e-15
4085.922708150491	2.770626650189178e-15
4087.647873046605	2.6821787062906936e-15
4089.3730379427197	2.7312529544904635e-15
4091.098202838834	2.9443812194646026e-15
4092.823367734948	2.7478275950203526e-15
4094.5485326310622	3.0552549713564605e-15
4096.273697527176	3.4244882898213633e-15
4097.998862423291	3.1192564958515434e-15
4099.724027319405	3.185797403251631e-15
4101.449192215519	3.131653794509448e-15
4103.174357111633	3.0358134300037507e-15
4104.899522007748	3.14090689413404e-15
4106.624686903861	2.956955748004764e-15
4108.349851799976	3.214299639072504e-15
4110.07501669609	3.1789388749772873e-15
4111.800181592204	3.1281099489028904e-15
4113.525346488319	3.0486052520889945e-15
4115.250511384433	3.21673866810997e-15
4116.975676280547	2.8839244503783694e-15
4118.700841176661	2.812009325000093e-15
4120.426006072776	2.8167317210503068e-15
4122.151170968889	2.6168990454890048e-15
4123.876335865004	2.8736777829393945e-15
4125.601500761118	2.705436009409662e-15
4127.326665657232	2.576676752885015e-15
4129.051830553346	2.4925374181021475e-15
4130.776995449461	2.512914854153304e-15
4132.502160345575	2.5990617637484494e-15
4134.227325241689	2.564231375283607e-15
4135.952490137804	2.5822399164823903e-15
4137.677655033917	2.675932920123565e-15
4139.402819930032	2.4383466610080464e-15
4141.127984826146	2.5936208730267528e-15
4142.85314972226	2.780931405014711e-15
4144.578314618374	2.1762016483302168e-15
4146.303479514489	2.3992726881419497e-15
4148.028644410603	2.5185236187228936e-15
4149.753809306717	2.4876650822915058e-15
4151.4789742028315	2.345387133070588e-15
4153.204139098945	2.4517616576890883e-15
4154.92930399506	2.6791913228670276e-15
4156.654468891174	2.4359125121002654e-15
4158.379633787288	2.251613405971928e-15
4160.104798683402	2.3515515626536396e-15
4161.8299635795165	2.0952889747289044e-15
4163.55512847563	1.965371878301663e-15
4165.280293371745	2.361726783682574e-15
4167.0054582678595	2.114633182219479e-15
4168.730623163973	2.0871237083818976e-15
4170.455788060088	2.061995516899133e-15
4172.1809529562015	1.8788827691503922e-15
4173.906117852316	1.785281891947215e-15
4175.63128274843	1.9567854902851496e-15
4177.3564476445445	1.7552444044915353e-15
4179.081612540658	1.7223894550389197e-15
4180.806777436773	1.94146308289e-15
4182.531942332887	1.783133152304019e-15
4184.257107229001	1.5933885666506065e-15
4185.982272125116	1.4872830031499305e-15
4187.707437021229	1.6378992726005744e-15
4189.432601917344	1.6356026239058776e-15
4191.157766813458	1.3549651873621386e-15
4192.882931709572	1.3553304851881607e-15
4194.608096605686	1.598108960720186e-15
4196.333261501801	1.695074275634557e-15
4198.058426397915	1.5941450175890632e-15
4199.783591294029	1.3020762594014123e-15
4201.508756190144	1.3221655869814468e-15
4203.233921086257	1.540640452621e-15
4204.959085982372	1.8223896703998323e-15
4206.684250878486	1.6926842372045213e-15
4208.4094157746	1.7318751805789148e-15
4210.134580670714	1.5686478032811576e-15
4211.859745566829	1.567070429260353e-15
4213.584910462942	1.5460321267040336e-15
4215.310075359057	1.6776049487666832e-15
4217.035240255172	1.6618097742238073e-15
4218.760405151285	1.7502193800241995e-15
4220.4855700474	1.6084839073823163e-15
4222.210734943514	1.5917002413024888e-15
4223.935899839628	1.6236647433936204e-15
4225.661064735742	1.4729316210520071e-15
4227.386229631857	1.60509894068381e-15
4229.11139452797	1.782683838356851e-15
4230.836559424085	1.7571252101510551e-15
4232.5617243202	1.5433667361006018e-15
4234.286889216313	1.5843312928658327e-15
4236.012054112428	2.0107413258751873e-15
4237.737219008542	1.8468324731629516e-15
4239.462383904656	1.6704659526612379e-15
4241.18754880077	1.6390229551914157e-15
4242.912713696885	1.7305054491004724e-15
4244.637878592998	1.7161081899265114e-15
4246.363043489113	1.703504219673289e-15
4248.088208385227	1.7792849844987545e-15
4249.813373281341	1.898382740471565e-15
4251.538538177456	2.11400359912097e-15
4253.26370307357	1.9015916155030956e-15
4254.988867969684	1.707540183457026e-15
4256.714032865798	1.7363362709610894e-15
4258.4391977619125	1.7493827330343978e-15
4260.164362658026	1.6157246434127818e-15
4261.889527554141	1.5606941913554221e-15
4263.614692450255	1.8197850037866306e-15
4265.339857346369	1.7386466882831061e-15
4267.065022242484	1.6268879648398157e-15
4268.7901871385975	1.5123037893593103e-15
4270.515352034712	1.6790488564750555e-15
4272.240516930826	1.7760209887541487e-15
4273.96568182694	1.6720362130193246e-15
4275.690846723054	1.7346537741663515e-15
4277.416011619169	1.7174404926446918e-15
4279.1411765152825	1.7614748869054796e-15
4280.866341411397	1.5845366559854588e-15
4282.591506307512	1.7997098558067525e-15
4284.316671203625	1.8785268886885467e-15
4286.04183609974	1.616328754179854e-15
4287.767000995854	1.8611575074705523e-15
4289.492165891968	1.746992838346463e-15
4291.217330788082	1.893519541094655e-15
4292.942495684197	2.0074905960920313e-15
4294.66766058031	1.8175674742254606e-15
4296.392825476425	1.9716580683182848e-15
4298.117990372539	1.847314632820756e-15
4299.843155268653	1.957924978360243e-15
4301.568320164768	2.0739576788967965e-15
4303.293485060882	2.0139294635743194e-15
4305.018649956996	2.0610274715281517e-15
4306.74381485311	2.1834609769488923e-15
4308.468979749225	2.2342618069043077e-15
4310.194144645338	2.2589102877783924e-15
4311.919309541453	2.3987610831824595e-15
4313.644474437567	2.2858631109355688e-15
4315.369639333681	2.170358751765508e-15
4317.094804229796	2.328036343308698e-15
4318.81996912591	2.492600487854349e-15
4320.545134022024	2.378394556047494e-15
4322.270298918138	2.2021247770373496e-15
4323.995463814253	2.3135080404741038e-15
4325.720628710366	2.2366509728799186e-15
4327.445793606481	2.2475782363201998e-15
4329.170958502595	2.2804863469776703e-15
4330.896123398709	2.2864369733649874e-15
4332.621288294824	2.388895648296319e-15
4334.346453190938	2.3869413913278855e-15
4336.071618087052	2.3354867020583584e-15
4337.796782983166	2.5371323099772416e-15
4339.521947879281	2.5269170442058886e-15
4341.247112775394	2.234536438098841e-15
4342.972277671509	2.157233983725735e-15
4344.697442567623	2.2933957444601223e-15
4346.422607463737	2.2099574285694637e-15
4348.147772359851	2.239019614392538e-15
4349.872937255966	2.392711334634156e-15
4351.59810215208	2.5255958277880693e-15
4353.323267048194	2.4918880648016653e-15
4355.0484319443085	2.740749638455945e-15
4356.773596840422	2.661526952337782e-15
4358.498761736537	2.522712078150634e-15
4360.223926632651	2.3903792936012898e-15
4361.949091528765	2.2927020955628802e-15
4363.674256424879	2.7714857678582328e-15
4365.3994213209935	2.650937564212929e-15
4367.124586217108	2.5217007711906816e-15
4368.849751113222	2.9276285754202006e-15
4370.574916009336	2.8464900578268284e-15
4372.30008090545	2.615013356362622e-15
4374.025245801565	2.7260746439358342e-15
4375.7504106976785	2.9415674938932517e-15
4377.475575593793	2.585365685350573e-15
4379.200740489907	2.4513156858270108e-15
4380.925905386021	2.5403467173138483e-15
4382.651070282135	2.411524365702632e-15
4384.37623517825	2.601084179333426e-15
4386.101400074364	2.5738084099646095e-15
4387.826564970478	2.1233210136995594e-15
4389.551729866593	2.492670707577639e-15
4391.276894762706	2.024648292304654e-15
4393.002059658821	2.2692471436190967e-15
4394.727224554935	2.4599135936085416e-15
4396.452389451049	2.500925789637239e-15
4398.177554347163	2.47501811226885e-15
4399.902719243278	2.068180364036784e-15
4401.627884139392	2.11885029257107e-15
4403.353049035506	2.2344046344674654e-15
4405.078213931621	2.1476514016678727e-15
4406.803378827734	2.5129538717849895e-15
4408.528543723849	2.4076165082332317e-15
4410.253708619963	1.8153907077917476e-15
4411.978873516077	2.06758037686905e-15
4413.704038412191	2.2049131914558187e-15
4415.429203308306	1.9792960109848995e-15
4417.15436820442	2.0527364150311787e-15
4418.879533100534	2.0867866936664077e-15
4420.604697996649	1.934379750502336e-15
4422.329862892762	2.2400892184212955e-15
4424.055027788877	2.2643436715457597e-15
4425.780192684991	2.009975350372351e-15
4427.505357581105	1.8524130400648774e-15
4429.230522477219	2.309363979855255e-15
4430.955687373334	2.2884480617347902e-15
4432.680852269447	2.0987572643228634e-15
4434.406017165562	2.105794911359041e-15
4436.131182061677	2.0951110954803394e-15
4437.85634695779	2.2587267648444316e-15
4439.581511853905	2.0366229977854e-15
4441.306676750019	2.1401288705574617e-15
4443.031841646133	2.2235897612842927e-15
4444.757006542247	2.237524507688073e-15
4446.482171438362	2.065743865744538e-15
4448.207336334475	1.8924913946061776e-15
4449.93250123059	1.8998181570250483e-15
4451.6576661267045	2.189753188782993e-15
4453.382831022818	2.2145030129062163e-15
4455.107995918933	2.0117602020556723e-15
4456.8331608150465	2.3334130083453982e-15
4458.558325711161	2.416128588447635e-15
4460.283490607275	2.385347338352982e-15
4462.0086555033895	2.3903875713016613e-15
4463.733820399503	2.416803113564791e-15
4465.458985295618	2.577327630661826e-15
4467.1841501917315	2.3941812693711666e-15
4468.909315087846	2.37038790255585e-15
4470.634479983961	2.4989702449987828e-15
4472.3596448800745	2.5612263647527665e-15
4474.084809776189	2.6386551738450945e-15
4475.809974672303	2.8455368407576033e-15
4477.535139568417	2.8458189872788842e-15
4479.260304464531	3.0440189784184423e-15
4480.985469360646	3.035136835359234e-15
4482.7106342567595	3.187086473206533e-15
4484.435799152874	3.3320240729744297e-15
4486.160964048989	3.4419540993940313e-15
4487.886128945102	3.3824212172173756e-15
4489.611293841217	3.271235224979222e-15
4491.336458737331	3.565785589961188e-15
4493.061623633445	3.9489405875491446e-15
4494.786788529559	3.864308526775795e-15
4496.511953425674	3.741647196013298e-15
4498.237118321787	3.666436920218428e-15
4499.962283217902	3.785632697668656e-15
4501.687448114017	3.803203356290634e-15
4503.41261301013	3.7020966369663626e-15
4505.137777906245	4.1660897092636416e-15
4506.862942802359	3.822010308729865e-15
4508.588107698473	4.196321367644065e-15
4510.313272594587	4.3176309139451294e-15
4512.038437490702	4.5179182895110034e-15
4513.763602386815	4.247188014257929e-15
4515.48876728293	4.425863934588923e-15
4517.213932179044	4.477663511468569e-15
4518.939097075158	4.297814977331763e-15
4520.664261971273	4.232875156330346e-15
4522.389426867387	4.43420635859095e-15
4524.114591763501	4.565593792381406e-15
4525.839756659615	4.278248361962519e-15
4527.56492155573	4.375905280282369e-15
4529.290086451843	4.5706136668844984e-15
4531.015251347958	4.692721019697102e-15
4532.740416244072	4.554980700721273e-15
4534.465581140186	4.358997013834863e-15
4536.190746036301	4.535798306530945e-15
